"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"C12","PA10","I/O","","","","TIM17_BKIN","","TSC_G4_IO2","I2C2_SDA","I2S2_ext_SD/SPI2_MISO","TIM1_CH3","USART1_RX","COMP6_OUT","","TIM2_CH4","","","","","EVENTOUT"
"D1","PC14-OSC32_IN","I/O","","","","EVENTOUT","","","","","","","","","","","","","",""
"D2","PE6","I/O","","","SYS_TRACED3","EVENTOUT","","","","SPI4_MOSI","","","","","","","FMC_A22","","",""
"D3","VSS","Power","","","","","","","","","","","","","","","","","",""
"D10","PA9","I/O","","","","","I2C3_SMBA","TSC_G4_IO1","I2C2_SCL","I2S3_MCK","TIM1_CH2","USART1_TX","","TIM15_BKIN","TIM2_CH3","","","","","EVENTOUT"
"D11","PA8","I/O","","","RCC_MCO","","","I2C3_SCL","I2C2_SMBA","I2S2_MCK","TIM1_CH1","USART1_CK","","","TIM4_ETR","","","","","EVENTOUT"
"D12","PC9","I/O","","","","EVENTOUT","TIM3_CH4","I2C3_SDA","","I2S_CKIN","","","","","","","","","",""
"E1","PC15-OSC32_OUT","I/O","","","","EVENTOUT","","","","","","","","","","","","","",""
"E2","VBAT","Power","","","","","","","","","","","","","","","","","",""
"E3","VSS","Power","","","","","","","","","","","","","","","","","",""
"E10","PC8","I/O","","","","EVENTOUT","TIM3_CH3","","","","","","","","","","","","",""
"E11","PC7","I/O","","","","EVENTOUT","TIM3_CH2","","","","I2S3_MCK","","","","","","","","",""
"E12","PC6","I/O","","","","EVENTOUT","TIM3_CH1","","","","I2S2_MCK","COMP6_OUT","","","","","","","",""
"F1","PF0-OSC_IN","I/O","","","","EVENTOUT","","","I2C2_SDA","I2S2_WS/SPI2_NSS","TIM1_CH3N","","","","","","","","",""
"F2","PF9","I/O","","","","EVENTOUT","","TIM15_CH1","","SPI2_SCK","","","","","","","FMC_CD","","",""
"F11","VSS","Power","","","","","","","","","","","","","","","","","",""
"F12","VSS","Power","","","","","","","","","","","","","","","","","",""
"G1","PF1-OSC_OUT","I/O","","","","EVENTOUT","","","I2C2_SCL","I2S2_CK/SPI2_SCK","","","","","","","","","",""
"G2","PF10","I/O","","","","EVENTOUT","","TIM15_CH2","","SPI2_SCK","","","","","","","FMC_INTR","","",""
"G11","VDD","Power","","","","","","","","","","","","","","","","","",""
"G12","VDD","Power","","","","","","","","","","","","","","","","","",""
"H1","PC0","I/O","","","","EVENTOUT","TIM1_CH1","","","","","","","","","","","","",""
"H2","NRST","Reset","","","","","","","","","","","","","","","","","",""
"H3","VDD","Power","","","","","","","","","","","","","","","","","",""
"H10","PD15","I/O","","","","EVENTOUT","TIM4_CH4","TSC_G8_IO4","","","SPI2_NSS","","","","","","FMC_D1","","",""
"H11","PD14","I/O","","","","EVENTOUT","TIM4_CH3","TSC_G8_IO3","","","","","","","","","FMC_D0","","",""
"H12","PD13","I/O","","","","EVENTOUT","TIM4_CH2","TSC_G8_IO2","","","","","","","","","FMC_A18","","",""
"J1","PF2","I/O","","","","EVENTOUT","","","","","","","","","","","FMC_A2","","",""
"J2","PC1","I/O","","","","EVENTOUT","TIM1_CH2","","","","","","","","","","","","",""
"J3","PC2","I/O","","","","EVENTOUT","TIM1_CH3","","","","","","","","","","","","",""
"J10","PD12","I/O","","","","EVENTOUT","TIM4_CH1","TSC_G8_IO1","","","","USART3_DE/USART3_RTS","","","","","FMC_A17","","",""
"J11","PD11","I/O","","","","EVENTOUT","","","","","","USART3_CTS","","","","","FMC_A16","","",""
"J12","PD10","I/O","","","","EVENTOUT","","","","","","USART3_CK","","","","","FMC_D15","","",""
"K1","VSSA","Power","","","","","","","","","","","","","","","","","",""
"K2","PC3","I/O","","","","EVENTOUT","TIM1_CH4","","","","TIM1_BKIN2","","","","","","","","",""
"K3","PA2","I/O","","","","TIM2_CH3","","TSC_G1_IO3","","","","USART2_TX","COMP2_OUT","TIM15_CH1","","","","","","EVENTOUT"
"K4","PA5","I/O","","","","TIM2_CH1/TIM2_ETR","","TSC_G2_IO2","","SPI1_SCK","","","","","","","","","","EVENTOUT"
"K5","PC4","I/O","","","","EVENTOUT","TIM1_ETR","","","","","USART1_TX","","","","","","","",""
"K8","PD9","I/O","","","","EVENTOUT","","","","","","USART3_RX","","","","","FMC_D14","","",""
"K9","PD8","I/O","","","","EVENTOUT","","","","","","USART3_TX","","","","","FMC_D13","","",""
"K10","PB15","I/O","","","RTC_REFIN","TIM15_CH2","TIM15_CH1N","","TIM1_CH3N","I2S2_SD/SPI2_MOSI","","","","","","","","","","EVENTOUT"
"K11","PB14","I/O","","","","TIM15_CH1","","TSC_G6_IO4","","I2S2_ext_SD/SPI2_MISO","TIM1_CH2N","USART3_DE/USART3_RTS","","","","","","","","EVENTOUT"
"K12","PB13","I/O","","","","","","TSC_G6_IO3","","I2S2_CK/SPI2_SCK","TIM1_CH1N","USART3_CTS","","","","","","","","EVENTOUT"
"L1","VDDA","Power","","","","","","","","","","","","","","","","","",""
"L2","PA0","I/O","","","","TIM2_CH1/TIM2_ETR","","TSC_G1_IO1","","","","USART2_CTS","COMP1_OUT","","","","","","","EVENTOUT"
"L3","PA3","I/O","","","","TIM2_CH4","","TSC_G1_IO4","","","","USART2_RX","","TIM15_CH2","","","","","","EVENTOUT"
"L4","PA6","I/O","","","","TIM16_CH1","TIM3_CH1","TSC_G2_IO3","","SPI1_MISO","TIM1_BKIN","","COMP1_OUT","","","","","","","EVENTOUT"
"L5","PC5","I/O","","","","EVENTOUT","TIM15_BKIN","TSC_G3_IO1","","","","USART1_RX","","","","","","","",""
"L6","PB2","I/O","","","","","","TSC_G3_IO4","","","","","","","","","","","","EVENTOUT"
"L7","PE8","I/O","","","","EVENTOUT","TIM1_CH1N","","","","","","","","","","FMC_D5","","",""
"L8","PE10","I/O","","","","EVENTOUT","TIM1_CH2N","","","","","","","","","","FMC_D7","","",""
"L9","PE12","I/O","","","","EVENTOUT","TIM1_CH3N","","","SPI4_SCK","","","","","","","FMC_D9","","",""
"L10","PB10","I/O","","","","TIM2_CH3","","TSC_SYNC","","","","USART3_TX","","","","","","","","EVENTOUT"
"L11","PB11","I/O","","","","TIM2_CH4","","TSC_G6_IO1","","","","USART3_RX","","","","","","","","EVENTOUT"
"L12","PB12","I/O","","","","","","TSC_G6_IO2","I2C2_SMBA","I2S2_WS/SPI2_NSS","TIM1_BKIN","USART3_CK","","","","","","","","EVENTOUT"
"M1","VREF+","Power","","","","","","","","","","","","","","","","","",""
"M2","PA1","I/O","","","RTC_REFIN","TIM2_CH2","","TSC_G1_IO2","","","","USART2_DE/USART2_RTS","","TIM15_CH1N","","","","","","EVENTOUT"
"M3","PA4","I/O","","","","","TIM3_CH2","TSC_G2_IO1","","SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_CK","","","","","","","","EVENTOUT"
"M4","PA7","I/O","","","","TIM17_CH1","TIM3_CH2","TSC_G2_IO4","","SPI1_MOSI","TIM1_CH1N","","","","","","","","","EVENTOUT"
"M5","PB0","I/O","","","","","TIM3_CH3","TSC_G3_IO2","","","TIM1_CH2N","","","","","","","","","EVENTOUT"
"M6","PB1","I/O","","","","","TIM3_CH4","TSC_G3_IO3","","","TIM1_CH3N","","COMP4_OUT","","","","","","","EVENTOUT"
"M7","PE7","I/O","","","","EVENTOUT","TIM1_ETR","","","","","","","","","","FMC_D4","","",""
"M8","PE9","I/O","","","","EVENTOUT","TIM1_CH1","","","","","","","","","","FMC_D6","","",""
"M9","PE11","I/O","","","","EVENTOUT","TIM1_CH2","","","SPI4_NSS","","","","","","","FMC_D8","","",""
"M10","PE13","I/O","","","","EVENTOUT","TIM1_CH3","","","SPI4_MISO","","","","","","","FMC_D10","","",""
"M11","PE14","I/O","","","","EVENTOUT","TIM1_CH4","","","SPI4_MOSI","TIM1_BKIN2","","","","","","FMC_D11","","",""
"M12","PE15","I/O","","","","EVENTOUT","TIM1_BKIN","","","","","USART3_RX","","","","","FMC_D12","","",""
