"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"A1","PE3","I/O","","","SYS_TRACED0","","TIM3_CH1","","","","","","","","","","","","TIMX_IC4"
"A2","PE1","I/O","","","","","","TIM11_CH1","","","","","","","","","","","TIMX_IC2"
"A3","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","","","","","",""
"A4","BOOT0","Boot","","","","","","","","","","","","","","","","",""
"A5","PD7","I/O","","","","","","TIM9_CH2","","","","USART2_CK","","","","","","","TIMX_IC4"
"A6","PD5","I/O","","","","","","","","","","USART2_TX","","","","","","","TIMX_IC2"
"A7","PB4","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","SPI3_MISO","","","","","","","","TS_G6_IO1"
"A8","PB3","I/O","","","SYS_JTDO-TRACESWO","TIM2_CH2","","","","SPI1_SCK","I2S3_CK/SPI3_SCK","","","","","","","",""
"A9","PA15","I/O","","","SYS_JTDI","TIM2_CH1","","","","SPI1_NSS","I2S3_WS/SPI3_NSS","","","","","","","","TIMX_IC4/TS_G5_IO3"
"A10","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","","TIMX_IC3/TS_G5_IO2"
"A11","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","","","","TIMX_IC2/TS_G5_IO1"
"A12","PA12","I/O","","","","","","","","SPI1_MOSI","","USART1_RTS","","","USB_DP","","","","TIMX_IC1"
"B1","PE4","I/O","","","SYS_TRACED1","","TIM3_CH2","","","","","","","","","","","","TIMX_IC1"
"B2","PE2","I/O","","","SYS_TRACECK","","TIM3_ETR","","","","","","","","","","","","TIMX_IC3"
"B3","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","","","","","","","","","",""
"B4","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","","","TS_G6_IO4"
"B5","PB6","I/O","","","","","TIM4_CH1","","I2C1_SCL","","","USART1_TX","","","","","","","TS_G6_IO3"
"B6","PD6","I/O","","","","","","","","","","USART2_RX","","","","","","","TIMX_IC3"
"B7","PD4","I/O","","","","","","","","I2S2_SD/SPI2_MOSI","","USART2_RTS","","","","","","","TIMX_IC1"
"B8","PD3","I/O","","","","","","","","SPI2_MISO","","USART2_CTS","","","","","","","TIMX_IC4"
"B9","PD1","I/O","","","","","","","","I2S2_CK/SPI2_SCK","","","","","","","","","TIMX_IC2"
"B10","PC12","I/O","","","","","","","","","I2S3_SD/SPI3_MOSI","USART3_CK","","","","","","","TIMX_IC1"
"B11","PC10","I/O","","","","","","","","","I2S3_CK/SPI3_SCK","USART3_TX","","","","","","","TIMX_IC3"
"B12","PA11","I/O","","","","","","","","SPI1_MISO","","USART1_CTS","","","USB_DM","","","","TIMX_IC4"
"C1","PC13-WKUP2","I/O","","","RTC_OUT_ALARM/RTC_OUT_CALIB/RTC_TAMP1/RTC_TS/SYS_WKUP2","","","","","","","","","","","","","","TIMX_IC2"
"C2","PE5","I/O","","","SYS_TRACED2","","","TIM9_CH1","","","","","","","","","","","TIMX_IC2"
"C3","PE0","I/O","","","","","TIM4_ETR","TIM10_CH1","","","","","","","","","","","TIMX_IC1"
"C4","VDD","Power","","","","","","","","","","","","","","","","",""
"C5","PB5","I/O","","","","","TIM3_CH2","","I2C1_SMBA","SPI1_MOSI","I2S3_SD/SPI3_MOSI","","","","","","","","TS_G6_IO2"
"C6","PG14","I/O","","","","","","","","","","","","","","","","",""
"C7","PG13","I/O","","","","","","","","","","","","","","","","",""
"C8","PD2","I/O","","","","","TIM3_ETR","","","","","","","","","","","","TIMX_IC3"
"C9","PD0","I/O","","","","","","TIM9_CH1","","I2S2_WS/SPI2_NSS","","","","","","","","","TIMX_IC1"
"C10","PC11","I/O","","","","","","","","","SPI3_MISO","USART3_RX","","","","","","","TIMX_IC4"
"C11","PH2","I/O","","","","","","","","","","","","","","","","",""
"C12","PA10","I/O","","","","","","","","","","USART1_RX","","","","","","","TIMX_IC3/TS_G4_IO3"
"D1","PC14-OSC32_IN","I/O","","","RCC_OSC32_IN","","","","","","","","","","","","","","TIMX_IC3"
"D2","PE6-WKUP3","I/O","","","RTC_TAMP3/SYS_TRACED3/SYS_WKUP3","","","","","","","","","","","","","","TIMX_IC3"
"D3","VSS","Power","","","","","","","","","","","","","","","","",""
"D4","PF2","I/O","","","","","","","","","","","","","","","","",""
"D5","PF1","I/O","","","","","","","","","","","","","","","","",""
"D6","PF0","I/O","","","","","","","","","","","","","","","","",""
"D7","PG12","I/O","","","","","","","","","","","","","","","","",""
"D8","PG10","I/O","","","","","","","","","","","","","","","","",""
"D9","PG9","I/O","","","","","","","","","","","","","","","","",""
"D10","PA9","I/O","","","","","","","","","","USART1_TX","","","","","","","TIMX_IC2/TS_G4_IO2"
"D11","PA8","I/O","","","RCC_MCO","","","","","","","USART1_CK","","","","","","","TIMX_IC1/TS_G4_IO1"
"D12","PC9","I/O","","","","","TIM3_CH4","","","","","","","","","","","","TIMX_IC2/TS_G10_IO4"
"E1","PC15-OSC32_OUT","I/O","","","RCC_OSC32_OUT","","","","","","","","","","","","","","TIMX_IC4"
"E2","VLCD","Power","","","","","","","","","","","","","","","","",""
"E3","VSS","Power","","","","","","","","","","","","","","","","",""
"E4","PF3","I/O","","","","","","","","","","","","","","","","",""
"E9","PG5","I/O","","","","","","","","","","","","","","","","",""
"E10","PC8","I/O","","","","","TIM3_CH3","","","","","","","","","","","","TIMX_IC1/TS_G10_IO3"
"E11","PC7","I/O","","","","","TIM3_CH2","","","","I2S3_MCK","","","","","","","","TIMX_IC4/TS_G10_IO2"
"E12","PC6","I/O","","","","","TIM3_CH1","","","I2S2_MCK","","","","","","","","","TIMX_IC3/TS_G10_IO1"
"F1","PH0-OSC_IN","I/O","","","RCC_OSC_IN","","","","","","","","","","","","","",""
"F2","VSS","Power","","","","","","","","","","","","","","","","",""
"F3","PF4","I/O","","","","","","","","","","","","","","","","",""
"F4","PF5","I/O","","","","","","","","","","","","","","","","",""
"F6","VSS","Power","","","","","","","","","","","","","","","","",""
"F7","VSS","Power","","","","","","","","","","","","","","","","",""
"F9","PG3","I/O","","","","","","","","","","","","","","","","","TS_G7_IO6"
"F10","PG4","I/O","","","","","","","","","","","","","","","","","TS_G7_IO7"
"F11","VSS","Power","","","","","","","","","","","","","","","","",""
"F12","VSS","Power","","","","","","","","","","","","","","","","",""
"G1","PH1-OSC_OUT","I/O","","","RCC_OSC_OUT","","","","","","","","","","","","","",""
"G2","VDD","Power","","","","","","","","","","","","","","","","",""
"G3","PF6","I/O","","","","","TIM5_CH1/TIM5_ETR","","","","","","","","","","","","TS_G11_IO1"
"G4","PF7","I/O","","","","","TIM5_CH2","","","","","","","","","","","","TS_G11_IO2"
"G6","VDD","Power","","","","","","","","","","","","","","","","",""
"G7","VDD","Power","","","","","","","","","","","","","","","","",""
"G9","PG1","I/O","","","","","","","","","","","","","","","","","TS_G2_IO5"
"G10","PG2","I/O","","","","","","","","","","","","","","","","","TS_G7_IO5"
"G11","VDD","Power","","","","","","","","","","","","","","","","",""
"G12","VDD","Power","","","","","","","","","","","","","","","","",""
"H1","PC0","I/O","","","","","","","","","","","","","","","","","TIMX_IC1/TS_G8_IO1"
"H2","NRST","Reset","","","","","","","","","","","","","","","","",""
"H3","VDD","Power","","","","","","","","","","","","","","","","",""
"H4","PF8","I/O","","","","","TIM5_CH3","","","","","","","","","","","","TS_G11_IO3"
"H9","PG0","I/O","","","","","","","","","","","","","","","","","TS_G2_IO4"
"H10","PD15","I/O","","","","","TIM4_CH4","","","","","","","","","","","","TIMX_IC4"
"H11","PD14","I/O","","","","","TIM4_CH3","","","","","","","","","","","","TIMX_IC3"
"H12","PD13","I/O","","","","","TIM4_CH2","","","","","","","","","","","","TIMX_IC2"
"J1","VSSA","Power","","","","","","","","","","","","","","","","",""
"J2","PC1","I/O","","","","","","","","","","","","","","","","","TIMX_IC2/TS_G8_IO2"
"J3","PC2","I/O","","","","","","","","","","","","","","","","","TIMX_IC3/TS_G8_IO3"
"J4","PA4","I/O","","","","","","","","SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_CK","","","","","","","TIMX_IC1"
"J5","PA7","I/O","","","","","TIM3_CH2","TIM11_CH1","","SPI1_MOSI","","","","","","","","","TIMX_IC4/TS_G2_IO2"
"J6","PF9","I/O","","","","","TIM5_CH4","","","","","","","","","","","","TS_G11_IO4"
"J7","PF12","I/O","","","","","","","","","","","","","","","","","TS_G3_IO5"
"J8","PF14","I/O","","","","","","","","","","","","","","","","","TS_G9_IO4"
"J9","PF15","I/O","","","","","","","","","","","","","","","","","TS_G2_IO3"
"J10","PD12","I/O","","","","","TIM4_CH1","","","","","USART3_RTS","","","","","","","TIMX_IC1"
"J11","PD11","I/O","","","","","","","","","","USART3_CTS","","","","","","","TIMX_IC4"
"J12","PD10","I/O","","","","","","","","","","USART3_CK","","","","","","","TIMX_IC3"
"K1","OPAMP3_VINM","I/O","","","","","","","","","","","","","","","","",""
"K2","PC3","I/O","","","","","","","","","","","","","","","","","TIMX_IC4/TS_G8_IO4"
"K3","PA2","I/O","","","","TIM2_CH3","TIM5_CH3","TIM9_CH1","","","","USART2_TX","","","","","","","TIMX_IC3/TS_G1_IO3"
"K4","PA5","I/O","","","","TIM2_CH1","","","","SPI1_SCK","","","","","","","","","TIMX_IC2"
"K5","PC4","I/O","","","","","","","","","","","","","","","","","TIMX_IC1/TS_G9_IO1"
"K6","PF11","I/O","","","","","","","","","","","","","","","","","TS_G3_IO4"
"K7","PF13","I/O","","","","","","","","","","","","","","","","","TS_G9_IO3"
"K8","PD9","I/O","","","","","","","","","","USART3_RX","","","","","","","TIMX_IC2"
"K9","PD8","I/O","","","","","","","","","","USART3_TX","","","","","","","TIMX_IC1"
"K10","PB15","I/O","","","RTC_REFIN","","","TIM11_CH1","","I2S2_SD/SPI2_MOSI","","","","","","","","","TS_G7_IO4"
"K11","PB14","I/O","","","","","","TIM9_CH2","","SPI2_MISO","","USART3_RTS","","","","","","","TS_G7_IO3"
"K12","PB13","I/O","","","","","","TIM9_CH1","","I2S2_CK/SPI2_SCK","","USART3_CTS","","","","","","","TS_G7_IO2"
"L1","VREF+","Power","","","","","","","","","","","","","","","","",""
"L2","PA0-WKUP1","I/O","","","RTC_TAMP2/SYS_WKUP1","TIM2_CH1","TIM5_CH1","","","","","USART2_CTS","","","","","","","TIMX_IC1/TS_G1_IO1"
"L3","PA3","I/O","","","","TIM2_CH4","TIM5_CH4","TIM9_CH2","","","","USART2_RX","","","","","","","TIMX_IC4/TS_G1_IO4"
"L4","PA6","I/O","","","","","TIM3_CH1","TIM10_CH1","","SPI1_MISO","","","","","","","","","TIMX_IC3/TS_G2_IO1"
"L5","PC5","I/O","","","","","","","","","","","","","","","","","TIMX_IC2/TS_G9_IO2"
"L6","PB2","I/O","","","","","","","","","","","","","","","","","TS_G3_IO3"
"L7","PE8","I/O","","","","","","","","","","","","","","","","","TIMX_IC1"
"L8","PE10","I/O","","","","TIM2_CH2","","","","","","","","","","","","","TIMX_IC3"
"L9","PE12","I/O","","","","TIM2_CH4","","","","SPI1_NSS","","","","","","","","","TIMX_IC1"
"L10","PB10","I/O","","","","TIM2_CH3","","","I2C2_SCL","","","USART3_TX","","","","","","",""
"L11","PB11","I/O","","","","TIM2_CH4","","","I2C2_SDA","","","USART3_RX","","","","","","",""
"L12","PB12","I/O","","","","","","TIM10_CH1","I2C2_SMBA","I2S2_WS/SPI2_NSS","","USART3_CK","","","","","","","TS_G7_IO1"
"M1","VDDA","Power","","","","","","","","","","","","","","","","",""
"M2","PA1","I/O","","","","TIM2_CH2","TIM5_CH2","","","","","USART2_RTS","","","","","","","TIMX_IC2/TS_G1_IO2"
"M3","OPAMP1_VINM","I/O","","","","","","","","","","","","","","","","",""
