"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"A1","PE3","I/O","","","SYS_TRACED0","","TIM3_CH1","","","","","","","","","LCD_SEG39","","","TIMX_IC4"
"A2","PE1","I/O","","","","","","TIM11_CH1","","","","","","","","LCD_SEG37","","","TIMX_IC2"
"A3","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","","","LCD_SEG16","","",""
"A4","BOOT0","Boot","","","","","","","","","","","","","","","","",""
"A5","PD7","I/O","","","","","","TIM9_CH2","","","","USART2_CK","","","","","","","TIMX_IC4"
"A6","PD5","I/O","","","","","","","","","","USART2_TX","","","","","","","TIMX_IC2"
"A7","PB4","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","","","","","","LCD_SEG8","","","TS_G6_IO1"
"A8","PB3","I/O","","","SYS_JTDO-TRACESWO","TIM2_CH2","","","","SPI1_SCK","","","","","","LCD_SEG7","","",""
"A9","PA15","I/O","","","SYS_JTDI","TIM2_CH1","","","","SPI1_NSS","","","","","","LCD_SEG17","","","TIMX_IC4/TS_G5_IO3"
"A10","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","","TIMX_IC3/TS_G5_IO2"
"A11","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","","","","TIMX_IC2/TS_G5_IO1"
"A12","PA12","I/O","","","","","","","","SPI1_MOSI","","USART1_RTS","","","USB_DP","","","","TIMX_IC1"
"B1","PE4","I/O","","","SYS_TRACED1","","TIM3_CH2","","","","","","","","","","","","TIMX_IC1"
"B2","PE2","I/O","","","SYS_TRACECK","","TIM3_ETR","","","","","","","","","LCD_SEG38","","","TIMX_IC3"
"B3","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","","","","","","","LCD_COM3","","",""
"B4","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","","","TS_G6_IO4"
"B5","PB6","I/O","","","","","TIM4_CH1","","I2C1_SCL","","","USART1_TX","","","","","","","TS_G6_IO3"
"B6","PD6","I/O","","","","","","","","","","USART2_RX","","","","","","","TIMX_IC3"
"B7","PD4","I/O","","","","","","","","SPI2_MOSI","","USART2_RTS","","","","","","","TIMX_IC1"
"B8","PD3","I/O","","","","","","","","SPI2_MISO","","USART2_CTS","","","","","","","TIMX_IC4"
