"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"A1","PC14-OSC32_IN","I/O","","","","","","","","","",""
"A2","PC13","I/O","","","","","","","","","",""
"A3","PB9","I/O","","","","LCD_COM3","EVENTOUT","","I2C1_SDA","I2S2_WS/SPI2_NSS","",""
"A4","PB4","I/O","","","SPI1_MISO","LCD_SEG8","EVENTOUT","TSC_G5_IO2","TIM22_CH1","","",""
"A5","PB3","I/O","","","SPI1_SCK","LCD_SEG7","TIM2_CH2","TSC_G5_IO1","EVENTOUT","","",""
"A6","PA15","I/O","","","SPI1_NSS","LCD_SEG17","TIM2_ETR","EVENTOUT","USART2_RX","TIM2_CH1","",""
"A7","PA14","I/O","","","SYS_SWCLK","","","","USART2_TX","","",""
"A8","PA13","I/O","","","SYS_SWDIO","","USB_NOE","","","","",""
"B1","PC15-OSC32_OUT","I/O","","","","","","","","","",""
"B2","VLCD","Power","","","","","","","","","",""
"B3","PB8","I/O","","","","LCD_SEG16","","TSC_SYNC","I2C1_SCL","","",""
"B4","BOOT0","Boot","","","","","","","","","",""
"B5","PD2","I/O","","","LPUART1_DE/LPUART1_RTS","LCD_COM7/LCD_SEG31","","","","","",""
"B6","PC11","I/O","","","LPUART1_RX","LCD_COM5/LCD_SEG29","","","","","",""
"B7","PC10","I/O","","","LPUART1_TX","LCD_COM4/LCD_SEG28","","","","","",""
"B8","PA12","I/O","","","SPI1_MOSI","","EVENTOUT","TSC_G4_IO4","USART1_DE/USART1_RTS","","","COMP2_OUT"
"C1","PH0-OSC_IN","I/O","","","CRS_SYNC","","","","","","",""
"C2","VSS","Power","","","","","","","","","",""
"C3","PB7","I/O","","","USART1_RX","I2C1_SDA","LPTIM1_IN2","TSC_G5_IO4","","","",""
"C4","PB5","I/O","","","SPI1_MOSI","LCD_SEG9","LPTIM1_IN1","I2C1_SMBA","TIM22_CH2","","",""
"C5","PC12","I/O","","","","LCD_COM6/LCD_SEG30","","","","","",""
"C6","PA10","I/O","","","","LCD_COM2","","TSC_G4_IO2","USART1_RX","","",""
"C7","PA9","I/O","","","RCC_MCO","LCD_COM1","","TSC_G4_IO1","USART1_TX","","",""
"C8","PA11","I/O","","","SPI1_MISO","","EVENTOUT","TSC_G4_IO3","USART1_CTS","","","COMP1_OUT"
"D1","PH1-OSC_OUT","I/O","","","","","","","","","",""
"D2","VDD","Power","","","","","","","","","",""
"D3","PB6","I/O","","","USART1_TX","I2C1_SCL","LPTIM1_ETR","TSC_G5_IO3","","","",""
"D4","VSS","Power","","","","","","","","","",""
"D5","VSS","Power","","","","","","","","","",""
"D6","VSS","Power","","","","","","","","","",""
"D7","PA8","I/O","","","RCC_MCO","LCD_COM0","CRS_SYNC","EVENTOUT","USART1_CK","","",""
"D8","PC9","I/O","","","TIM21_ETR","LCD_SEG27","USB_NOE","TSC_G8_IO4","","","",""
"E1","NRST","Reset","","","","","","","","","",""
"E2","PC1","I/O","","","LPTIM1_OUT","LCD_SEG19","EVENTOUT","TSC_G7_IO2","","","",""
"E3","PC0","I/O","","","LPTIM1_IN1","LCD_SEG18","EVENTOUT","TSC_G7_IO1","","","",""
"E4","VDD","Power","","","","","","","","","",""
"E5","VDD","Power","","","","","","","","","",""
"E6","VDD_USB","Power","","","","","","","","","",""
"E7","PC7","I/O","","","TIM22_CH2","LCD_SEG25","","TSC_G8_IO2","","","",""
"E8","PC8","I/O","","","TIM22_ETR","LCD_SEG26","","TSC_G8_IO3","","","",""
"F1","VSSA","Power","","","","","","","","","",""
