"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"A1","PI6","I/O","","","","","","TIM8_CH2","","","","","","","","","FMC_D28","DCMI_D6","LTDC_B6"
"A2","PI5","I/O","","","","","","TIM8_CH1","","","","","","","","","FMC_NBL3","DCMI_VSYNC","LTDC_B5"
"A3","PE1","I/O","","","","","","","","","","","UART8_TX","","","","FMC_NBL1","DCMI_D3",""
"A4","PE0","I/O","","","","","TIM4_ETR","","","","","","UART8_RX","","","","FMC_NBL0","DCMI_D2",""
"A5","BOOT0","Boot","","","","","","","","","","","","","","","","",""
"A6","PG13","I/O","","","SYS_TRACED0","","","","","SPI6_SCK","","","USART6_CTS","","","","FMC_A24","","LTDC_R0"
"A7","PG12","I/O","","","","","","","","SPI6_MISO","","","USART6_RTS","LTDC_B4","","","FMC_NE4","","LTDC_B1"
"A8","PD7","I/O","","","","","","","","","","USART2_CK","","","","","FMC_NE1","",""
"A9","PC12","I/O","","","SYS_TRACED3","","","","","","I2S3_SD/SPI3_MOSI","USART3_CK","UART5_TX","","","","SDIO_CK","DCMI_D9",""
"A10","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","",""
"A11","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","","","",""
"A12","PA12","I/O","","","","TIM1_ETR","","","","","","USART1_RTS","","CAN1_TX","USB_OTG_FS_DP","","","","LTDC_R5"
"A13","PA11","I/O","","","","TIM1_CH4","","","","","","USART1_CTS","","CAN1_RX","USB_OTG_FS_DM","","","","LTDC_R4"
"B1","PI7","I/O","","","","","","TIM8_CH3","","","","","","","","","FMC_D29","DCMI_D7","LTDC_B7"
"B2","PE2","I/O","","","SYS_TRACECLK","","","","","SPI4_SCK","SAI1_MCLK_A","","","QUADSPI_BK1_IO2","","","FMC_A23","",""
"B3","PI4","I/O","","","","","","TIM8_BKIN","","","","","","","","","FMC_NBL2","DCMI_D5","LTDC_B4"
"B4","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","FMC_NL","DCMI_VSYNC",""
"B5","PB3","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","SPI1_SCK","I2S3_CK/SPI3_SCK","","","","","","","",""
"B6","PG11","I/O","","","","","","","","","","","","","","","","DCMI_D3","LTDC_B3"
"B7","PD5","I/O","","","","","","","","","","USART2_TX","","","","","FMC_NWE","",""
