"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"A1","VDDUSB","Power","","","","","","","","","","","","","","","","","",""
"A2","PA15 (JTDI)","I/O","","","SYS_JTDI","TIM2_CH1","TIM2_ETR","USART2_RX","","SPI1_NSS","SPI3_NSS","USART3_DE/USART3_RTS","UART4_DE/UART4_RTS","TSC_G3_IO1","","LCD_SEG17","SWPMI1_SUSPEND","SAI2_FS_B","","EVENTOUT"
"A3","PD1","I/O","","","","","","","","SPI2_SCK","DFSDM1_CKIN7","","","CAN1_TX","","","FMC_D3/FMC_DA3","","","EVENTOUT"
"A4","VDD","Power","","","","","","","","","","","","","","","","","",""
"A5","PG10","I/O","","","","LPTIM1_IN1","","","","","SPI3_MISO","USART1_RX","","","","","","SAI2_FS_A","TIM15_CH1","EVENTOUT"
"A6","VDDIO2","Power","","","","","","","","","","","","","","","","","",""
"A7","PB6","I/O","","","","LPTIM1_ETR","TIM4_CH1","TIM8_BKIN2","I2C1_SCL","I2C4_SCL","DFSDM1_DATIN5","USART1_TX","CAN2_TX","TSC_G2_IO3","DCMI_D5","","TIM8_BKIN2_COMP2","SAI1_FS_B","TIM16_CH1N","EVENTOUT"
"A8","PB9","I/O","","","","IR_OUT","TIM4_CH4","","I2C1_SDA","SPI2_NSS","DFSDM1_CKIN6","","","CAN1_TX","DCMI_D7","LCD_COM3","SDMMC1_D5","SAI1_FS_A","TIM17_CH1","EVENTOUT"
"A9","VDD12","Power","","","","","","","","","","","","","","","","","",""
"A10","VDD","Power","","","","","","","","","","","","","","","","","",""
"B1","VSS","Power","","","","","","","","","","","","","","","","","",""
"B2","PA14 (JTCK/SWCLK)","I/O","","","SYS_JTCK-SWCLK","LPTIM1_OUT","","","I2C1_SMBA","I2C4_SMBA","","","","","USB_OTG_FS_SOF","","SWPMI1_RX","SAI1_FS_B","","EVENTOUT"
"B3","PD0","I/O","","","","","","","","SPI2_NSS","DFSDM1_DATIN7","","","CAN1_RX","","","FMC_D2/FMC_DA2","","","EVENTOUT"
"B4","PD5","I/O","","","","","","","","","","USART2_TX","","","QUADSPI_BK2_IO1","","FMC_NWE","","","EVENTOUT"
"B5","PD6","I/O","","","","","","","DCMI_D10","QUADSPI_BK2_IO1","DFSDM1_DATIN1","USART2_RX","","","QUADSPI_BK2_IO2","","FMC_NWAIT","SAI1_SD_A","","EVENTOUT"
"B6","PG12","I/O","","","","LPTIM1_ETR","","","","","SPI3_NSS","USART1_DE/USART1_RTS","","","","","","SAI2_SD_A","","EVENTOUT"
"B7","PB7","I/O","","","","LPTIM1_IN2","TIM4_CH2","TIM8_BKIN","I2C1_SDA","I2C4_SDA","DFSDM1_CKIN5","USART1_RX","UART4_CTS","TSC_G2_IO4","DCMI_VSYNC","LCD_SEG21","FMC_NL","TIM8_BKIN_COMP1","TIM17_CH1N","EVENTOUT"
"B8","PB8","I/O","","","","","TIM4_CH3","","I2C1_SCL","","DFSDM1_DATIN6","","","CAN1_RX","DCMI_D6","LCD_SEG16","SDMMC1_D4","SAI1_MCLK_A","TIM16_CH1","EVENTOUT"
"B9","VSS","Power","","","","","","","","","","","","","","","","","",""
"B10","PE3","I/O","","","SYS_TRACED0","","TIM3_CH1","","","","","","","TSC_G7_IO2","","LCD_SEG39","FMC_A19","SAI1_SD_B","","EVENTOUT"
"C1","PA12","I/O","","","","TIM1_ETR","","","","SPI1_MOSI","","USART1_DE/USART1_RTS","","CAN1_TX","USB_OTG_FS_DP","","","","","EVENTOUT"
"C2","PA13 (JTMS/SWDIO)","I/O","","","SYS_JTMS-SWDIO","IR_OUT","","","","","","","","","USB_OTG_FS_NOE","","SWPMI1_TX","SAI1_SD_B","","EVENTOUT"
"C3","PC10","I/O","","","SYS_TRACED1","","","","","","SPI3_SCK","USART3_TX","UART4_TX","TSC_G3_IO2","DCMI_D8","LCD_COM4/LCD_SEG28/LCD_SEG40","SDMMC1_D2","SAI2_SCK_B","","EVENTOUT"
"C4","PC12","I/O","","","SYS_TRACED3","","","","","","SPI3_MOSI","USART3_CK","UART5_TX","TSC_G3_IO4","DCMI_D9","LCD_COM6/LCD_SEG30/LCD_SEG42","SDMMC1_CK","SAI2_SD_B","","EVENTOUT"
"C5","PD4","I/O","","","","","","","","SPI2_MOSI","DFSDM1_CKIN0","USART2_DE/USART2_RTS","","","QUADSPI_BK2_IO0","","FMC_NOE","","","EVENTOUT"
"C6","PD7","I/O","","","","","","","","","DFSDM1_CKIN1","USART2_CK","","","QUADSPI_BK2_IO3","","FMC_NE1","","","EVENTOUT"
"C7","PB5","I/O","","","","LPTIM1_IN1","TIM3_CH2","CAN2_RX","I2C1_SMBA","SPI1_MOSI","SPI3_MOSI","USART1_CK","UART5_CTS","TSC_G2_IO2","DCMI_D10","LCD_SEG9","COMP2_OUT","SAI1_SD_B","TIM16_BKIN","EVENTOUT"
"C8","PE2","I/O","","","SYS_TRACECLK","","TIM3_ETR","","","","","","","TSC_G7_IO1","","LCD_SEG38","FMC_A23","SAI1_MCLK_A","","EVENTOUT"
"C9","PC13","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"C10","VBAT","Power","","","","","","","","","","","","","","","","","",""
"D1","PA11","I/O","","","","TIM1_CH4","TIM1_BKIN2","","","SPI1_MISO","","USART1_CTS","","CAN1_RX","USB_OTG_FS_DM","","TIM1_BKIN2_COMP1","","","EVENTOUT"
"D2","PA10","I/O","","","","TIM1_CH3","","","","DCMI_D1","","USART1_RX","","","USB_OTG_FS_ID","LCD_COM2","","SAI1_SD_A","TIM17_BKIN","EVENTOUT"
"D3","PA9","I/O","","","","TIM1_CH2","","SPI2_SCK","","DCMI_D0","","USART1_TX","","","","LCD_COM1","","SAI1_FS_A","TIM15_BKIN","EVENTOUT"
"D4","PC11","I/O","","","","","","","","QUADSPI_BK2_NCS","SPI3_MISO","USART3_RX","UART4_RX","TSC_G3_IO3","DCMI_D4","LCD_COM5/LCD_SEG29/LCD_SEG41","SDMMC1_D3","SAI2_MCLK_B","","EVENTOUT"
"D5","PD2","I/O","","","SYS_TRACED2","","TIM3_ETR","","","","","USART3_DE/USART3_RTS","UART5_RX","TSC_SYNC","DCMI_D11","LCD_COM7/LCD_SEG31/LCD_SEG43","SDMMC1_CMD","","","EVENTOUT"
"D6","PG9","I/O","","","","","","","","","SPI3_SCK","USART1_TX","","","","","FMC_NCE","SAI2_SCK_A","TIM15_CH1N","EVENTOUT"
"D7","PH3-BOOT0","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"D8","PE6","I/O","","","SYS_TRACED3","","TIM3_CH4","","","","","","","","DCMI_D7","","FMC_A22","SAI1_SD_A","","EVENTOUT"
"D9","PC15-OSC32_OUT (PC15)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"D10","PC14-OSC32_IN (PC14)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"E1","PC8","I/O","","","","","TIM3_CH3","TIM8_CH3","","","","","","TSC_G4_IO3","DCMI_D2","LCD_SEG26","SDMMC1_D0","","","EVENTOUT"
"E2","PC9","I/O","","","","TIM8_BKIN2","TIM3_CH4","TIM8_CH4","DCMI_D3","","I2C3_SDA","","","TSC_G4_IO4","USB_OTG_FS_NOE","LCD_SEG27","SDMMC1_D1","SAI2_EXTCLK","TIM8_BKIN2_COMP1","EVENTOUT"
"E3","PA8","I/O","","","RCC_MCO","TIM1_CH1","","","","","","USART1_CK","","","USB_OTG_FS_SOF","LCD_COM0","SWPMI1_IO","SAI1_SCK_A","LPTIM2_OUT","EVENTOUT"
"E4","PC7","I/O","","","","","TIM3_CH2","TIM8_CH2","","","DFSDM1_DATIN3","","","TSC_G4_IO2","DCMI_D1","LCD_SEG25","SDMMC1_D7","SAI2_MCLK_B","","EVENTOUT"
"E5","PG11","I/O","","","","LPTIM1_IN2","","","","","SPI3_MOSI","USART1_CTS","","","","","","SAI2_MCLK_A","TIM15_CH2","EVENTOUT"
"E6","PB4 (NJTRST)","I/O","","","SYS_JTRST","","TIM3_CH1","","I2C3_SDA","SPI1_MISO","SPI3_MISO","USART1_CTS","UART5_DE/UART5_RTS","TSC_G2_IO1","DCMI_D12","LCD_SEG8","","SAI1_MCLK_B","TIM17_BKIN","EVENTOUT"
"E7","PE4","I/O","","","SYS_TRACED1","","TIM3_CH2","","","","DFSDM1_DATIN3","","","TSC_G7_IO3","DCMI_D4","","FMC_A20","SAI1_FS_A","","EVENTOUT"
