"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"A1","PA14","I/O","","","SYS_JTCK-SWCLK","","","TSC_G4_IO4","I2C1_SDA","","TIM1_BKIN","USART2_TX","","","","","","","","EVENTOUT"
"A2","PA15","I/O","","","SYS_JTDI","TIM2_CH1/TIM2_ETR","","TSC_SYNC","I2C1_SCL","","I2S3_WS/SPI3_NSS","USART2_RX","","TIM1_BKIN","","","","","","EVENTOUT"
"A3","PB3","I/O","","","SYS_JTDO-TRACESWO","TIM2_CH2","","TSC_G5_IO1","","","I2S3_CK/SPI3_SCK","USART2_TX","","","","","","","","EVENTOUT"
"A4","PB4","I/O","","","SYS_NJTRST","TIM16_CH1","","TSC_G5_IO2","","","I2S3_ext_SD/SPI3_MISO","USART2_RX","","","TIM17_BKIN","","","","","EVENTOUT"
"A5","BOOT0","Boot","","","","","","","","","","","","","","","","","",""
"A6","VDDA/VREF+","Power","","","","","","","","","","","","","","","","","",""
"A7","NC","Reset","","","","","","","","","","","","","","","","","",""
"B1","VSS","Power","","","","","","","","","","","","","","","","","",""
"B2","VDD","Power","","","","","","","","","","","","","","","","","",""
"B3","PA13","I/O","","","SYS_JTMS-SWDIO","TIM16_CH1N","","TSC_G4_IO3","","IR_OUT","","USART3_CTS","","","","","","","","EVENTOUT"
"B4","PB5","I/O","","","","TIM16_BKIN","","","I2C1_SMBA","","I2S3_SD/SPI3_MOSI","USART2_CK","I2C3_SDA","","TIM17_CH1","","","","","EVENTOUT"
"B5","PB8","I/O","","","","TIM16_CH1","","TSC_SYNC","I2C1_SCL","","","USART3_RX","","","","","TIM1_BKIN","","","EVENTOUT"
"B6","VBAT","Power","","","","","","","","","","","","","","","","","",""
"B7","VDD","Power","","","","","","","","","","","","","","","","","",""
"C1","PA11","I/O","","","","","","","","I2S2_SD/SPI2_MOSI","TIM1_CH1N","USART1_CTS","","","","TIM1_CH4","TIM1_BKIN2","","","EVENTOUT"
"C2","PA10","I/O","","","","TIM17_BKIN","","TSC_G4_IO2","I2C2_SDA","I2S2_ext_SD/SPI2_MISO","TIM1_CH3","USART1_RX","COMP6_OUT","","TIM2_CH4","","","","","EVENTOUT"
