"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"A1","VSS","Power","","","","","","","","","","","","","","","","","",""
"A2","PI4","I/O","","","","","","TIM8_BKIN","","","","","","","SAI2_MCLK_A","TIM8_BKIN_COMP1/TIM8_BKIN_COMP2","FMC_NBL2","DCMI_D5/PSSI_D5","LTDC_B4","EVENTOUT"
"A3","PB9","I/O","","","","TIM17_CH1","TIM4_CH4","DFSDM1_DATIN7","I2C1_SDA","I2S2_WS/SPI2_NSS","I2C4_SDA","SDMMC1_CDIR","UART4_TX","FDCAN1_TX","SDMMC2_D5","I2C4_SMBA","SDMMC1_D5","DCMI_D7/PSSI_D7","LTDC_B7","EVENTOUT"
"A4","PB6","I/O","","","","TIM16_CH1N","TIM4_CH1","","I2C1_SCL","CEC","I2C4_SCL","USART1_TX","LPUART1_TX","FDCAN2_TX","OCTOSPIM_P1_NCS","DFSDM1_DATIN5","FMC_SDNE1","DCMI_D5/PSSI_D5","UART5_TX","EVENTOUT"
"A5","PG15","I/O","","","","","","","","","","USART6_CTS/USART6_NSS","","OCTOSPIM_P2_DQS","","USART10_CK","FMC_SDNCAS","DCMI_D13/PSSI_D13","","EVENTOUT"
"A6","PK5","I/O","","","","","","OCTOSPIM_P2_NCS","","","","","","","","","","","LTDC_B6","EVENTOUT"
"A7","PG14","I/O","","","DEBUG_TRACED1","LPTIM1_ETR","","","","I2S6_SDO/SPI6_MOSI","","USART6_TX","","OCTOSPIM_P1_IO7","SDMMC2_D7","USART10_DE/USART10_RTS","FMC_A25","","LTDC_B0","EVENTOUT"
"A8","PG10","I/O","","","","","","OCTOSPIM_P2_IO6","","I2S1_WS/SPI1_NSS","","","","LTDC_G3","SAI2_SD_B","SDMMC2_D1","FMC_NE3","DCMI_D2/PSSI_D2","LTDC_B2","EVENTOUT"
"A9","PG9","I/O","","","","","","","","I2S1_SDI/SPI1_MISO","","USART6_RX","SPDIFRX_IN4","OCTOSPIM_P1_IO6","SAI2_FS_B","SDMMC2_D0","FMC_NCE/FMC_NE2","DCMI_VSYNC/PSSI_RDY","","EVENTOUT"
"A10","PD7","I/O","","","","","","DFSDM1_DATIN4","","I2S1_SDO/SPI1_MOSI","DFSDM1_CKIN1","USART2_CK","","SPDIFRX_IN1","OCTOSPIM_P1_IO7","SDMMC2_CMD","FMC_NE1","","","EVENTOUT"
"A11","PD4","I/O","","","","","","","","","","USART2_DE/USART2_RTS","","","OCTOSPIM_P1_IO4","","FMC_NOE","","","EVENTOUT"
"A12","PD1","I/O","","","","","","DFSDM1_DATIN6","","","","","UART4_TX","FDCAN1_TX","","","FMC_D3/FMC_DA3","","","EVENTOUT"
"A13","PC10","I/O","","","","","","DFSDM1_CKIN5","DFSDM2_CKIN0","","I2S3_CK/SPI3_SCK","USART3_TX","UART4_TX","OCTOSPIM_P1_IO1","LTDC_B1","SWPMI1_RX","SDMMC1_D2","DCMI_D8/PSSI_D8","LTDC_R2","EVENTOUT"
"A14","PI3","I/O","","","","","","TIM8_ETR","","I2S2_SDO/SPI2_MOSI","","","","","","","FMC_D27","DCMI_D10/PSSI_D10","","EVENTOUT"
"A15","VSS","Power","","","","","","","","","","","","","","","","","",""
"B1","PE3","I/O","","","DEBUG_TRACED0","","","","TIM15_BKIN","","SAI1_SD_B","","","","","USART10_TX","FMC_A19","","","EVENTOUT"
"B2","PI5","I/O","","","","","","TIM8_CH1","","","","","","","SAI2_SCK_A","","FMC_NBL3","DCMI_VSYNC/PSSI_RDY","LTDC_B5","EVENTOUT"
"B3","PE0","I/O","","","","LPTIM1_ETR","TIM4_ETR","","LPTIM2_ETR","","","","UART8_RX","","SAI2_MCLK_A","","FMC_NBL0","DCMI_D2/PSSI_D2","LTDC_R0","EVENTOUT"
"B4","PB8","I/O","","","","TIM16_CH1","TIM4_CH3","DFSDM1_CKIN7","I2C1_SCL","","I2C4_SCL","SDMMC1_CKIN","UART4_RX","FDCAN1_RX","SDMMC2_D4","","SDMMC1_D4","DCMI_D6/PSSI_D6","LTDC_B6","EVENTOUT"
"B5","PB4","I/O","","","","TIM16_BKIN","TIM3_CH1","","","I2S1_SDI/SPI1_MISO","I2S3_SDI/SPI3_MISO","I2S2_WS/SPI2_NSS","I2S6_SDI/SPI6_MISO","SDMMC2_D3","","UART7_TX","","","","EVENTOUT"
"B6","PK6","I/O","","","","","","OCTOSPIM_P2_DQS","","","","","","","","","","","LTDC_B7","EVENTOUT"
"B7","PK3","I/O","","","","","","OCTOSPIM_P2_IO6","","","","","","","","","","","LTDC_B4","EVENTOUT"
"B8","PG11","I/O","","","","LPTIM1_IN2","","","","I2S1_CK/SPI1_SCK","","","SPDIFRX_IN1","OCTOSPIM_P2_IO7","SDMMC2_D2","USART10_RX","","DCMI_D3/PSSI_D3","LTDC_B3","EVENTOUT"
"B9","PJ15","I/O","","","","","","","","","","","","","","","","","LTDC_B3","EVENTOUT"
"B10","PD6","I/O","","","","","SAI1_D1","DFSDM1_CKIN4","DFSDM1_DATIN1","I2S3_SDO/SPI3_MOSI","SAI1_SD_A","USART2_RX","","","OCTOSPIM_P1_IO6","SDMMC2_CK","FMC_NWAIT","DCMI_D10/PSSI_D10","LTDC_B2","EVENTOUT"
"B11","PD2","I/O","","","DEBUG_TRACED2","","TIM3_ETR","","TIM15_BKIN","","","","UART5_RX","LTDC_B7","","","SDMMC1_CMD","DCMI_D11/PSSI_D11","LTDC_B2","EVENTOUT"
"B12","PC12","I/O","","","DEBUG_TRACED3","","TIM15_CH1","","DFSDM2_CKOUT","I2S6_CK/SPI6_SCK","I2S3_SDO/SPI3_MOSI","USART3_CK","UART5_TX","","","","SDMMC1_CK","DCMI_D9/PSSI_D9","LTDC_R6","EVENTOUT"
"B13","PA14","I/O","","","DEBUG_JTCK-SWCLK","","","","","","","","","","","","","","","EVENTOUT"
"B14","PH15","I/O","","","","","","TIM8_CH3N","","","","","","","","","FMC_D23","DCMI_D11/PSSI_D11","LTDC_G4","EVENTOUT"
"B15","PH14","I/O","","","","","","TIM8_CH2N","","","","","UART4_RX","FDCAN1_RX","","","FMC_D22","DCMI_D4/PSSI_D4","LTDC_G3","EVENTOUT"
"C1","PI8","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"C2","PE4","I/O","","","DEBUG_TRACED1","","SAI1_D2","DFSDM1_DATIN3","TIM15_CH1N","SPI4_NSS","SAI1_FS_A","","","","","","FMC_A20","DCMI_D4/PSSI_D4","LTDC_B0","EVENTOUT"
"C3","PI6","I/O","","","","","","TIM8_CH2","","","","","","","SAI2_SD_A","","FMC_D28","DCMI_D6/PSSI_D6","LTDC_B6","EVENTOUT"
"C4","PE1","I/O","","","","LPTIM1_IN2","","","","","","","UART8_TX","","","","FMC_NBL1","DCMI_D3/PSSI_D3","LTDC_R6","EVENTOUT"
"C5","BOOT0","Boot","","","","","","","","","","","","","","","","","",""
"C6","PB3","I/O","","","DEBUG_JTDO-SWO","TIM2_CH2","","","","I2S1_CK/SPI1_SCK","I2S3_CK/SPI3_SCK","","I2S6_CK/SPI6_SCK","SDMMC2_D2","CRS_SYNC","UART7_RX","","","","EVENTOUT"
"C7","PK4","I/O","","","","","","OCTOSPIM_P2_IO7","","","","","","","","","","","LTDC_B5","EVENTOUT"
"C8","PG12","I/O","","","","LPTIM1_IN1","","OCTOSPIM_P2_NCS","","I2S6_SDI/SPI6_MISO","","USART6_DE/USART6_RTS","SPDIFRX_IN2","LTDC_B4","SDMMC2_D3","USART10_TX","FMC_NE4","","LTDC_B1","EVENTOUT"
"C9","PJ14","I/O","","","","","","","","","","","","","","","","","LTDC_B2","EVENTOUT"
"C10","PD5","I/O","","","","","","","","","","USART2_TX","","","OCTOSPIM_P1_IO5","","FMC_NWE","","","EVENTOUT"
"C11","PD0","I/O","","","","","","DFSDM1_CKIN6","","","","","UART4_RX","FDCAN1_RX","","UART9_CTS","FMC_D2/FMC_DA2","","LTDC_B1","EVENTOUT"
"C12","PA15","I/O","","","DEBUG_JTDI","TIM2_CH1/TIM2_ETR","","","CEC","I2S1_WS/SPI1_NSS","I2S3_WS/SPI3_NSS","I2S6_WS/SPI6_NSS","UART4_DE/UART4_RTS","LTDC_R3","","UART7_TX","","","LTDC_B6","EVENTOUT"
"C13","PI0","I/O","","","","","TIM5_CH4","","","I2S2_WS/SPI2_NSS","","","","","","","FMC_D24","DCMI_D13/PSSI_D13","LTDC_G5","EVENTOUT"
