"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"H1","PC6","I/O","","","","","TIM3_CH1","","","I2S2_MCK","","","","","","","","","TIMX_IC3/TS_G10_IO1"
"H2","PD13","I/O","","","","","TIM4_CH2","","","","","","","","","","","","TIMX_IC2"
"H3","PD12","I/O","","","","","TIM4_CH1","","","","","USART3_RTS","","","","","","","TIMX_IC1"
"H4","PD8","I/O","","","","","","","","","","USART3_TX","","","","","","","TIMX_IC1"
"H6","PA6","I/O","","","","","TIM3_CH1","TIM10_CH1","","SPI1_MISO","","","","","","","","","COMP1_INP/TIMX_IC3/TS_G2_IO1"
"H7","PA3","I/O","","","","TIM2_CH4","TIM5_CH4","TIM9_CH2","","","","USART2_RX","","","","","","","COMP1_INP/TIMX_IC4/TS_G1_IO4"
"H8","VREF-","Power","","","","","","","","","","","","","","","","",""
"H9","PC1","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC2/TS_G8_IO2"
"J1","PD14","I/O","","","","","TIM4_CH3","","","","","","","","","","","","TIMX_IC3"
"J2","PD9","I/O","","","","","","","","","","USART3_RX","","","","","","","TIMX_IC2"
"J3","PB13","I/O","","","","","","TIM9_CH1","","I2S2_CK/SPI2_SCK","","USART3_CTS","","","","","","","COMP1_INP/TS_G7_IO2"
"J4","PB12","I/O","","","","","","TIM10_CH1","I2C2_SMBA","I2S2_WS/SPI2_NSS","","USART3_CK","","","","","","","COMP1_INP/TS_G7_IO1"
"J5","PE10","I/O","","","","TIM2_CH2","","","","","","","","","","","","","COMP1_INP/TIMX_IC3"
"J6","PB0","I/O","","","","","TIM3_CH3","","","","","","","","","","","","COMP1_INP/SYS_V_REF_OUT/TS_G3_IO1"
"J7","PA4","I/O","","","","","","","","SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_CK","","","","","","","COMP1_INP/TIMX_IC1"
"J8","PA2","I/O","","","","TIM2_CH3","TIM5_CH3","TIM9_CH1","","","","USART2_TX","","","","","","","COMP1_INP/TIMX_IC3/TS_G1_IO3"
"J9","VSSA","Power","","","","","","","","","","","","","","","","",""
"K1","PD10","I/O","","","","","","","","","","USART3_CK","","","","","","","TIMX_IC3"
"K2","PB15","I/O","","","RTC_REFIN","","","TIM11_CH1","","I2S2_SD/SPI2_MOSI","","","","","","","","","COMP1_INP/TS_G7_IO4"
"K3","VDD","Power","","","","","","","","","","","","","","","","",""
"K4","PE15","I/O","","","","","","","","SPI1_MOSI","","","","","","","","","TIMX_IC4"
"K5","PE13","I/O","","","","","","","","SPI1_SCK","","","","","","","","","TIMX_IC2"
"K6","PB1","I/O","","","","","TIM3_CH4","","","","","","","","","","","","COMP1_INP/SYS_V_REF_OUT/TS_G3_IO2"
"K7","PA7","I/O","","","","","TIM3_CH2","TIM11_CH1","","SPI1_MOSI","","","","","","","","","COMP1_INP/TIMX_IC4/TS_G2_IO2"
"K8","VSS","Power","","","","","","","","","","","","","","","","",""
"K9","PA0-WKUP1","I/O","","","RTC_TAMP2/SYS_WKUP1","TIM2_CH1","TIM5_CH1","","","","","USART2_CTS","","","","","","","COMP1_INP/TIMX_IC1/TS_G1_IO1"
"L1","PB14","I/O","","","","","","TIM9_CH2","","SPI2_MISO","","USART3_RTS","","","","","","","COMP1_INP/TS_G7_IO3"
"L2","VSS","Power","","","","","","","","","","","","","","","","",""
"L3","PB11","I/O","","","","TIM2_CH4","","","I2C2_SDA","","","USART3_RX","","","","","","",""
"L4","PE14","I/O","","","","","","","","SPI1_MISO","","","","","","","","","TIMX_IC3"
"L5","PE11","I/O","","","","TIM2_CH3","","","","","","","","","","","","","TIMX_IC4"
"L6","PE7","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC4"
"L7","PC4","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC1/TS_G9_IO1"
"L8","VDD","Power","","","","","","","","","","","","","","","","",""
"L9","PA1","I/O","","","","TIM2_CH2","TIM5_CH2","","","","","USART2_RTS","","","","","","","COMP1_INP/TIMX_IC2/TS_G1_IO2"
"M1","VSS","Power","","","","","","","","","","","","","","","","",""
"M2","PB10","I/O","","","","TIM2_CH3","","","I2C2_SCL","","","USART3_TX","","","","","","",""
"M3","PE12","I/O","","","","TIM2_CH4","","","","SPI1_NSS","","","","","","","","","TIMX_IC1"
"M4","PE9","I/O","","","","TIM2_CH1","","","","","","","","","","","","","COMP1_INP/TIMX_IC2"
"M5","PE8","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC1"
"M6","PB2","I/O","","","","","","","","","","","","","","","","","TS_G3_IO3"
"M7","PC5","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC2/TS_G9_IO2"
"M8","PA5","I/O","","","","TIM2_CH1","","","","SPI1_SCK","","","","","","","","","COMP1_INP/TIMX_IC2"
"M9","VDD","Power","","","","","","","","","","","","","","","","",""
