"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12"
"N7","PG0","I/O","","","","","","","","","","","","","","","FMC_A10"
"N8","VDD","Power","","","","","","","","","","","","","","",""
"N9","VDD","Power","","","","","","","","","","","","","","",""
"N10","VDD","Power","","","","","","","","","","","","","","",""
"N11","PE13","I/O","","","","TIM1_CH3","","","","SPI4_MISO","","","","","SAI2_FS_B","","FMC_D10/FMC_DA10"
"N12","PH7","I/O","","","","","","","I2C3_SCL","SPI5_MISO","","","","","","","FMC_SDCKE1"
"N13","PD12","I/O","","","","","TIM4_CH1","LPTIM1_IN1","","","","USART3_DE/USART3_RTS","","QUADSPI_BK1_IO1","SAI2_FS_A","","FMC_A17/FMC_ALE"
"N14","PD11","I/O","","","","","","","","","","USART3_CTS","","QUADSPI_BK1_IO0","SAI2_SD_A","","FMC_A16/FMC_CLE"
"N15","PD10","I/O","","","","","","","","","","USART3_CK","","","","","FMC_D15/FMC_DA15"
"P1","VREF+","Power","","","","","","","","","","","","","","",""
"P2","PA2","I/O","","","","TIM2_CH3","TIM5_CH3","TIM9_CH1","","","","USART2_TX","SAI2_SCK_B","","","",""
"P3","PA6","I/O","","","","TIM1_BKIN","TIM3_CH1","TIM8_BKIN","","SPI1_MISO","","","","TIM13_CH1","","",""
"P4","PA5","I/O","","","","TIM2_CH1/TIM2_ETR","","TIM8_CH1N","","I2S1_CK/SPI1_SCK","","","","","USB_OTG_HS_ULPI_CK","",""
"P5","PC5","I/O","","","","","","","","","","","","","","","FMC_SDCKE0"
"P6","PF12","I/O","","","","","","","","","","","","","","","FMC_A6"
"P7","PF15","I/O","","","","","","","","","","","","","","","FMC_A9"
"P8","PE8","I/O","","","","TIM1_CH1N","","","","","","","UART7_TX","","QUADSPI_BK2_IO1","","FMC_D5/FMC_DA5"
"P9","PE9","I/O","","","","TIM1_CH1","","","","","","","UART7_DE/UART7_RTS","","QUADSPI_BK2_IO2","","FMC_D6/FMC_DA6"
"P10","PE11","I/O","","","","TIM1_CH2","","","","SPI4_NSS","","","","","SAI2_SD_B","","FMC_D8/FMC_DA8"
"P11","PE14","I/O","","","","TIM1_CH4","","","","SPI4_MOSI","","","","","SAI2_MCLK_B","","FMC_D11/FMC_DA11"
"P12","PB12","I/O","","","","TIM1_BKIN","","","I2C2_SMBA","I2S2_WS/SPI2_NSS","","USART3_CK","","","USB_OTG_HS_ULPI_D5","","USB_OTG_HS_ID"
"P13","PB13","I/O","","","","TIM1_CH1N","","","","I2S2_CK/SPI2_SCK","","USART3_CTS","","","USB_OTG_HS_ULPI_D6","",""
"P14","PD9","I/O","","","","","","","","","","USART3_RX","","","","","FMC_D14/FMC_DA14"
"P15","PD8","I/O","","","","","","","","","","USART3_TX","","","","","FMC_D13/FMC_DA13"
"R1","VDDA","Power","","","","","","","","","","","","","","",""
"R2","PA3","I/O","","","","TIM2_CH4","TIM5_CH4","TIM9_CH2","","","","USART2_RX","","","USB_OTG_HS_ULPI_D0","",""
"R3","PA7","I/O","","","","TIM1_CH1N","TIM3_CH2","TIM8_CH1N","","I2S1_SD/SPI1_MOSI","","","","TIM14_CH1","","","FMC_SDNWE"
"R4","PB1","I/O","","","","TIM1_CH3N","TIM3_CH4","TIM8_CH3N","","","","","","","USB_OTG_HS_ULPI_D2","",""
"R5","PB0","I/O","","","","TIM1_CH2N","TIM3_CH3","TIM8_CH2N","","","","","UART4_CTS","","USB_OTG_HS_ULPI_D1","",""
"R6","PF11","I/O","","","","","","","","SPI5_MOSI","","","","","SAI2_SD_B","","FMC_SDNRAS"
"R7","PF14","I/O","","","","","","","","","","","","","","","FMC_A8"
"R8","PE7","I/O","","","","TIM1_ETR","","","","","","","UART7_RX","","QUADSPI_BK2_IO0","","FMC_D4/FMC_DA4"
"R9","PE10","I/O","","","","TIM1_CH2N","","","","","","","UART7_CTS","","QUADSPI_BK2_IO3","","FMC_D7/FMC_DA7"
"R10","PE12","I/O","","","","TIM1_CH3N","","","","SPI4_SCK","","","","","SAI2_SCK_B","","FMC_D9/FMC_DA9"
"R11","PE15","I/O","","","","TIM1_BKIN","","","","","","","","","","","FMC_D12/FMC_DA12"
"R12","PB10","I/O","","","","TIM2_CH3","","","I2C2_SCL","I2S2_CK/SPI2_SCK","","USART3_TX","","","USB_OTG_HS_ULPI_D3","",""
"R13","PB11","I/O","","","","TIM2_CH4","","","I2C2_SDA","","","USART3_RX","","","USB_OTG_HS_ULPI_D4","",""
"R14","PB14","I/O","","","","TIM1_CH2N","","TIM8_CH2N","","SPI2_MISO","","USART3_DE/USART3_RTS","","TIM12_CH1","SDMMC2_D0","","USB_OTG_HS_DM"
"R15","PB15","I/O","","","RTC_REFIN","TIM1_CH3N","","TIM8_CH3N","","I2S2_SD/SPI2_MOSI","","","","TIM12_CH2","SDMMC2_D1","","USB_OTG_HS_DP"
