"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"1","VBAT","Power","","","","","","","","","","","","","","","","","",""
"2","PC13-ANTI_TAMP","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"3","PC14-OSC32_IN","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"4","PC15-OSC32_OUT","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"5","PH0 - OSC_IN","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"6","PH1 - OSC_OUT","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"7","NRST","Reset","","","","","","","","","","","","","","","","","",""
"8","PC0","I/O","","","","LPTIM1_IN1","","","","","","","","","","","","","","EVENTOUT"
"9","PC1","I/O","","","","LPTIM1_OUT","","","","","","","","","","","","","","EVENTOUT"
"10","PC2","I/O","","","","LPTIM1_IN2","","","","SPI2_MISO","","","","","","","","","","EVENTOUT"
"11","PC3","I/O","","","","LPTIM1_ETR","","","","I2S2_SD/SPI2_MOSI","","","","","","","","","","EVENTOUT"
"12","VSSA/VREF-","Power","","","","","","","","","","","","","","","","","",""
"13","VDDA/VREF+","Power","","","","","","","","","","","","","","","","","",""
"14","PA0-WKUP","I/O","","","","","TIM5_CH1","","","","","USART2_CTS","","","","","","","","EVENTOUT"
"15","PA1","I/O","","","","","TIM5_CH2","","","","","USART2_RTS","","","","","","","","EVENTOUT"
"16","PA2","I/O","","","","","TIM5_CH3","TIM9_CH1","","I2S_CKIN","","USART2_TX","","","","","","","","EVENTOUT"
"17","PA3","I/O","","","","","TIM5_CH4","TIM9_CH2","","I2S2_MCK","","USART2_RX","","","","","","","","EVENTOUT"
"18","VSS","Power","","","","","","","","","","","","","","","","","",""
"19","VDD","Power","","","","","","","","","","","","","","","","","",""
"20","PA4","I/O","","","","","","","","I2S1_WS/SPI1_NSS","","USART2_CK","","","","","","","","EVENTOUT"
"21","PA5","I/O","","","","","","","","I2S1_CK/SPI1_SCK","","","","","","","","","","EVENTOUT"
"22","PA6","I/O","","","","TIM1_BKIN","","","","SPI1_MISO","I2S2_MCK","","","","","","","","","EVENTOUT"
"23","PA7","I/O","","","","TIM1_CH1N","","","","I2S1_SD/SPI1_MOSI","","","","","","","","","","EVENTOUT"
"24","PC4","I/O","","","","","","TIM9_CH1","","","","","","","","","","","","EVENTOUT"
"25","PC5","I/O","","","","","","TIM9_CH2","FMPI2C1_SMBA","","","","","","","","","","","EVENTOUT"
"26","PB0","I/O","","","","TIM1_CH2N","","","","","I2S5_CK/SPI5_SCK","","","","","","","","","EVENTOUT"
"27","PB1","I/O","","","","TIM1_CH3N","","","","","I2S5_WS/SPI5_NSS","","","","","","","","","EVENTOUT"
"28","PB2","I/O","","","","LPTIM1_OUT","","","","","","","","","","","","","","EVENTOUT"
"29","PB10","I/O","","","","","","","I2C2_SCL","I2S2_CK/SPI2_SCK","I2S1_MCK","","","FMPI2C1_SCL","","","","","","EVENTOUT"
"30","VCAP1","Power","","","","","","","","","","","","","","","","","",""
"31","VSS","Power","","","","","","","","","","","","","","","","","",""
"32","VDD","Power","","","","","","","","","","","","","","","","","",""
"33","PB12","I/O","","","","TIM1_BKIN","TIM5_CH1","","I2C2_SMBA","I2S2_WS/SPI2_NSS","","","","","","","","","","EVENTOUT"
"34","PB13","I/O","","","","TIM1_CH1N","","","FMPI2C1_SMBA","I2S2_CK/SPI2_SCK","","","","","","","","","","EVENTOUT"
"35","PB14","I/O","","","","TIM1_CH2N","","","FMPI2C1_SDA","SPI2_MISO","","","","","","","","","","EVENTOUT"
"36","PB15","I/O","","","RTC_REFIN","TIM1_CH3N","","","FMPI2C1_SCL","I2S2_SD/SPI2_MOSI","","","","","","","","","","EVENTOUT"
