"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12"
"60","PF12","I/O","","","","","","","","","","","","","","","FMC_A6"
"61","VSS","Power","","","","","","","","","","","","","","",""
"62","VDD","Power","","","","","","","","","","","","","","",""
"63","PF13","I/O","","","","","","","","","","","","","","","FMC_A7"
"64","PF14","I/O","","","","","","","","","","","","","","","FMC_A8"
"65","PF15","I/O","","","","","","","","","","","","","","","FMC_A9"
"66","PG0","I/O","","","","","","","","","","","","","","","FMC_A10"
"67","PG1","I/O","","","","","","","","","","","","","","","FMC_A11"
"68","PE7","I/O","","","","TIM1_ETR","","","","","","","UART7_RX","","QUADSPI_BK2_IO0","","FMC_D4/FMC_DA4"
"69","PE8","I/O","","","","TIM1_CH1N","","","","","","","UART7_TX","","QUADSPI_BK2_IO1","","FMC_D5/FMC_DA5"
"70","PE9","I/O","","","","TIM1_CH1","","","","","","","UART7_DE/UART7_RTS","","QUADSPI_BK2_IO2","","FMC_D6/FMC_DA6"
"71","VSS","Power","","","","","","","","","","","","","","",""
"72","VDD","Power","","","","","","","","","","","","","","",""
"73","PE10","I/O","","","","TIM1_CH2N","","","","","","","UART7_CTS","","QUADSPI_BK2_IO3","","FMC_D7/FMC_DA7"
"74","PE11","I/O","","","","TIM1_CH2","","","","SPI4_NSS","","","","","SAI2_SD_B","","FMC_D8/FMC_DA8"
"75","PE12","I/O","","","","TIM1_CH3N","","","","SPI4_SCK","","","","","SAI2_SCK_B","","FMC_D9/FMC_DA9"
"76","PE13","I/O","","","","TIM1_CH3","","","","SPI4_MISO","","","","","SAI2_FS_B","","FMC_D10/FMC_DA10"
"77","PE14","I/O","","","","TIM1_CH4","","","","SPI4_MOSI","","","","","SAI2_MCLK_B","","FMC_D11/FMC_DA11"
"78","PE15","I/O","","","","TIM1_BKIN","","","","","","","","","","","FMC_D12/FMC_DA12"
"79","PB10","I/O","","","","TIM2_CH3","","","I2C2_SCL","I2S2_CK/SPI2_SCK","","USART3_TX","","","","",""
"80","PB11","I/O","","","","TIM2_CH4","","","I2C2_SDA","","","USART3_RX","","","","",""
"81","VCAP_1","Power","","","","","","","","","","","","","","",""
"82","VDD","Power","","","","","","","","","","","","","","",""
"83","PH6","I/O","","","","","","","I2C2_SMBA","SPI5_SCK","","","","TIM12_CH1","","","FMC_SDNE1"
"84","PH7","I/O","","","","","","","I2C3_SCL","SPI5_MISO","","","","","","","FMC_SDCKE1"
"85","PH8","I/O","","","","","","","I2C3_SDA","","","","","","","","FMC_D16"
"86","PH9","I/O","","","","","","","I2C3_SMBA","","","","","TIM12_CH2","","","FMC_D17"
"87","PH10","I/O","","","","","TIM5_CH1","","","","","","","","","","FMC_D18"
"88","PH11","I/O","","","","","TIM5_CH2","","","","","","","","","","FMC_D19"
"89","PH12","I/O","","","","","TIM5_CH3","","","","","","","","","","FMC_D20"
"90","VSS","Power","","","","","","","","","","","","","","",""
"91","VDD","Power","","","","","","","","","","","","","","",""
"92","PB12","I/O","","","","TIM1_BKIN","","","I2C2_SMBA","I2S2_WS/SPI2_NSS","","USART3_CK","","","","","USB_OTG_HS_ID"
"93","PB13","I/O","","","","TIM1_CH1N","","","","I2S2_CK/SPI2_SCK","","USART3_CTS","","","","",""
"94","REXTPHYHS","MonoIO","","","","","","","","","","","","","","",""
"95","V12PHYHS","Power","","","","","","","","","","","","","","",""
"96","PB14","I/O","","","","","","","","","","","","","","","USB_OTG_HS_DM"
"97","PB15","I/O","","","","","","","","","","","","","","","USB_OTG_HS_DP"
"98","PD8","I/O","","","","","","","","","","USART3_TX","","","","","FMC_D13/FMC_DA13"
"99","PD9","I/O","","","","","","","","","","USART3_RX","","","","","FMC_D14/FMC_DA14"
"100","PD10","I/O","","","","","","","","","","USART3_CK","","","","","FMC_D15/FMC_DA15"
"101","PD11","I/O","","","","","","","","","","USART3_CTS","","QUADSPI_BK1_IO0","SAI2_SD_A","","FMC_A16/FMC_CLE"
"102","PD12","I/O","","","","","TIM4_CH1","LPTIM1_IN1","","","","USART3_DE/USART3_RTS","","QUADSPI_BK1_IO1","SAI2_FS_A","","FMC_A17/FMC_ALE"
"103","PD13","I/O","","","","","TIM4_CH2","LPTIM1_OUT","","","","","","QUADSPI_BK1_IO3","SAI2_SCK_A","","FMC_A18"
"104","VSS","Power","","","","","","","","","","","","","","",""
"105","VDD","Power","","","","","","","","","","","","","","",""
"106","PD14","I/O","","","","","TIM4_CH3","","","","","","UART8_CTS","","","","FMC_D0/FMC_DA0"
"107","PD15","I/O","","","","","TIM4_CH4","","","","","","UART8_DE/UART8_RTS","","","","FMC_D1/FMC_DA1"
"108","PG2","I/O","","","","","","","","","","","","","","","FMC_A12"
"109","PG3","I/O","","","","","","","","","","","","","","","FMC_A13"
"110","PG4","I/O","","","","","","","","","","","","","","","FMC_A14/FMC_BA0"
"111","PG5","I/O","","","","","","","","","","","","","","","FMC_A15/FMC_BA1"
"112","PG8","I/O","","","","","","","","","","","USART6_DE/USART6_RTS","","","","FMC_SDCLK"
"113","VSS","Power","","","","","","","","","","","","","","",""
"114","VDDUSB","Power","","","","","","","","","","","","","","",""
"115","PC6","I/O","","","","","TIM3_CH1","TIM8_CH1","","I2S2_MCK","","","USART6_TX","","SDMMC2_D6","","SDMMC1_D6"
"116","PC7","I/O","","","","","TIM3_CH2","TIM8_CH2","","","I2S3_MCK","","USART6_RX","","SDMMC2_D7","","SDMMC1_D7"
"117","PC8","I/O","","","SYS_TRACED1","","TIM3_CH3","TIM8_CH3","","","","UART5_DE/UART5_RTS","USART6_CK","","","","SDMMC1_D0"
"118","PC9","I/O","","","RCC_MCO_2","","TIM3_CH4","TIM8_CH4","I2C3_SDA","I2S_CKIN","","UART5_CTS","","QUADSPI_BK1_IO0","","","SDMMC1_D1"
"119","PA8","I/O","","","RCC_MCO_1","TIM1_CH1","","TIM8_BKIN2","I2C3_SCL","","","USART1_CK","","","USB_OTG_FS_SOF","",""
"120","PA9","I/O","","","","TIM1_CH2","","","I2C3_SMBA","I2S2_CK/SPI2_SCK","","USART1_TX","","","","",""
"121","PA10","I/O","","","","TIM1_CH3","","","","","","USART1_RX","","","USB_OTG_FS_ID","",""
"122","PA11","I/O","","","","TIM1_CH4","","","","","","USART1_CTS","","CAN1_RX","USB_OTG_FS_DM","",""
"123","PA12","I/O","","","","TIM1_ETR","","","","","","USART1_DE/USART1_RTS","SAI2_FS_B","CAN1_TX","USB_OTG_FS_DP","",""
"124","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","",""
"125","VCAP_2","Power","","","","","","","","","","","","","","",""
"126","VSS","Power","","","","","","","","","","","","","","",""
"127","VDD","Power","","","","","","","","","","","","","","",""
"128","PH13","I/O","","","","","","TIM8_CH1N","","","","","UART4_TX","CAN1_TX","","","FMC_D21"
"129","PH14","I/O","","","","","","TIM8_CH2N","","","","","UART4_RX","CAN1_RX","","","FMC_D22"
"130","PH15","I/O","","","","","","TIM8_CH3N","","","","","","","","","FMC_D23"
"131","PI0","I/O","","","","","TIM5_CH4","","","I2S2_WS/SPI2_NSS","","","","","","","FMC_D24"
"132","PI1","I/O","","","","","","TIM8_BKIN2","","I2S2_CK/SPI2_SCK","","","","","","","FMC_D25"
"133","PI2","I/O","","","","","","TIM8_CH4","","SPI2_MISO","","","","","","","FMC_D26"
"134","PI3","I/O","","","","","","TIM8_ETR","","I2S2_SD/SPI2_MOSI","","","","","","","FMC_D27"
"135","VSS","Power","","","","","","","","","","","","","","",""
"136","VDD","Power","","","","","","","","","","","","","","",""
"137","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","",""
"138","PA15","I/O","","","SYS_JTDI","TIM2_CH1/TIM2_ETR","","","","I2S1_WS/SPI1_NSS","I2S3_WS/SPI3_NSS","","UART4_DE/UART4_RTS","","","",""
"139","PC10","I/O","","","","","","","","","I2S3_CK/SPI3_SCK","USART3_TX","UART4_TX","QUADSPI_BK1_IO1","","","SDMMC1_D2"
"140","PC11","I/O","","","","","","","","","SPI3_MISO","USART3_RX","UART4_RX","QUADSPI_BK2_NCS","","","SDMMC1_D3"
"141","PC12","I/O","","","SYS_TRACED3","","","","","","I2S3_SD/SPI3_MOSI","USART3_CK","UART5_TX","","","","SDMMC1_CK"
"142","PD0","I/O","","","","","","","","","","","","CAN1_RX","","","FMC_D2/FMC_DA2"
"143","PD1","I/O","","","","","","","","","","","","CAN1_TX","","","FMC_D3/FMC_DA3"
"144","PD2","I/O","","","SYS_TRACED2","","TIM3_ETR","","","","","","UART5_RX","","","","SDMMC1_CMD"
"145","PD3","I/O","","","","","","","","I2S2_CK/SPI2_SCK","","USART2_CTS","","","","","FMC_CLK"
"146","PD4","I/O","","","","","","","","","","USART2_DE/USART2_RTS","","","","","FMC_NOE"
"147","PD5","I/O","","","","","","","","","","USART2_TX","","","","","FMC_NWE"
"148","VSS","Power","","","","","","","","","","","","","","",""
"149","VDDSDMMC","Power","","","","","","","","","","","","","","",""
"150","PD6","I/O","","","","","","","","I2S3_SD/SPI3_MOSI","SAI1_SD_A","USART2_RX","","","","SDMMC2_CK","FMC_NWAIT"
"151","PD7","I/O","","","","","","","","","","USART2_CK","","","","SDMMC2_CMD","FMC_NE1"
"152","PG9","I/O","","","","","","","","","","","USART6_RX","QUADSPI_BK2_IO2","SAI2_FS_B","SDMMC2_D0","FMC_NCE/FMC_NE2"
"153","PG10","I/O","","","","","","","","","","","","","SAI2_SD_B","SDMMC2_D1","FMC_NE3"
"154","PG11","I/O","","","","","","","","","","","","","SDMMC2_D2","","FMC_INT"
"155","PG12","I/O","","","","","","LPTIM1_IN1","","","","","USART6_DE/USART6_RTS","","","SDMMC2_D3","FMC_NE4"
"156","PG13","I/O","","","SYS_TRACED0","","","LPTIM1_OUT","","","","","USART6_CTS","","","","FMC_A24"
"157","PG14","I/O","","","SYS_TRACED1","","","LPTIM1_ETR","","","","","USART6_TX","QUADSPI_BK2_IO3","","","FMC_A25"
"158","VSS","Power","","","","","","","","","","","","","","",""
"159","VDD","Power","","","","","","","","","","","","","","",""
"160","PG15","I/O","","","","","","","","","","","USART6_CTS","","","","FMC_SDNCAS"
"161","PB3","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","I2S1_CK/SPI1_SCK","I2S3_CK/SPI3_SCK","","","","SDMMC2_D2","",""
"162","PB4","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","SPI3_MISO","I2S2_WS/SPI2_NSS","","","SDMMC2_D3","",""
"163","PB5","I/O","","","","","TIM3_CH2","","I2C1_SMBA","I2S1_SD/SPI1_MOSI","I2S3_SD/SPI3_MOSI","","","","","","FMC_SDCKE1"
"164","PB6","I/O","","","","","TIM4_CH1","","I2C1_SCL","","","USART1_TX","","","QUADSPI_BK1_NCS","","FMC_SDNE1"
"165","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","FMC_NL"
"166","BOOT0","Boot","","","","","","","","","","","","","","",""
"167","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","CAN1_RX","SDMMC2_D4","","SDMMC1_D4"
"168","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","I2S2_WS/SPI2_NSS","","","","CAN1_TX","SDMMC2_D5","","SDMMC1_D5"
"169","PE0","I/O","","","","","TIM4_ETR","LPTIM1_ETR","","","","","UART8_RX","","SAI2_MCLK_A","","FMC_NBL0"
"170","PE1","I/O","","","","","","LPTIM1_IN2","","","","","UART8_TX","","","","FMC_NBL1"
"171","PDR_ON","Reset","","","","","","","","","","","","","","",""
"172","VDD","Power","","","","","","","","","","","","","","",""
"173","PI4","I/O","","","","","","TIM8_BKIN","","","","","","","SAI2_MCLK_A","","FMC_NBL2"
"174","PI5","I/O","","","","","","TIM8_CH1","","","","","","","SAI2_SCK_A","","FMC_NBL3"
"175","PI6","I/O","","","","","","TIM8_CH2","","","","","","","SAI2_SD_A","","FMC_D28"
"176","PI7","I/O","","","","","","TIM8_CH3","","","","","","","SAI2_FS_A","","FMC_D29"
