"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"A1","VDDIO2","Power","","","","","","","","","",""
"A2","PA15","I/O","","","SPI1_NSS","","TIM2_ETR","EVENTOUT","USART2_RX","TIM2_CH1","USART4_DE/USART4_RTS",""
"A3","PB3","I/O","","","SPI1_SCK","","TIM2_CH2","","EVENTOUT","USART1_DE/USART1_RTS","USART5_TX",""
"A4","PB5","I/O","","","SPI1_MOSI","","LPTIM1_IN1","I2C1_SMBA","TIM22_CH2/TIM3_CH2","USART1_CK","USART5_CK/USART5_DE/USART5_RTS",""
"A5","BOOT0","Boot","","","","","","","","","",""
"A6","PB9","I/O","","","","","EVENTOUT","","I2C1_SDA","I2S2_WS/SPI2_NSS","",""
"A7","VDD","Power","","","","","","","","","",""
"B1","PA12","I/O","","","SPI1_MOSI","","EVENTOUT","","USART1_DE/USART1_RTS","","","COMP2_OUT"
"B2","PA14","I/O","","","SYS_SWCLK","","","","USART2_TX","","LPUART1_TX",""
"B3","PB4","I/O","","","SPI1_MISO","","TIM3_CH1","","TIM22_CH1","USART1_CTS","USART5_RX","I2C3_SDA"
"B4","PB6","I/O","","","USART1_TX","I2C1_SCL","LPTIM1_ETR","","","","",""
"B5","PB8","I/O","","","","","","","I2C1_SCL","","",""
"B6","VDD","Power","","","","","","","","","",""
"B7","PC13","I/O","","","","","","","","","",""
"C1","PA10","I/O","","","","","","","USART1_RX","","I2C1_SDA",""
"C2","PA13","I/O","","","SYS_SWDIO","","","","","","LPUART1_RX",""
"C3","PB7","I/O","","","USART1_RX","I2C1_SDA","LPTIM1_IN2","","","","USART4_CTS",""
"C4","PC1","I/O","","","LPTIM1_OUT","","EVENTOUT","","","","LPUART1_TX","I2C3_SDA"
"C5","PC0","I/O","","","LPTIM1_IN1","","EVENTOUT","","","","LPUART1_RX","I2C3_SCL"
"C6","PC14-OSC32_IN","I/O","","","","","","","","","",""
"C7","PC15-OSC32_OUT","I/O","","","","","","","","","",""
"D1","PA8","I/O","","","RCC_MCO","","","EVENTOUT","USART1_CK","","","I2C3_SCL"
"D2","PA11","I/O","","","SPI1_MISO","","EVENTOUT","","USART1_CTS","","","COMP1_OUT"
"D3","PB1","I/O","","","","","TIM3_CH4","","LPUART1_DE/LPUART1_RTS","","",""
"D4","VSS","Power","","","","","","","","","",""
"D5","NRST","Reset","","","","","","","","","",""
"D6","PH0-OSC_IN","I/O","","","","","","","","","",""
"D7","PH1-OSC_OUT","I/O","","","","","","","","","",""
"E1","PB15","I/O","","","I2S2_SD/SPI2_MOSI","","RTC_REFIN","","","","",""
"E2","PA9","I/O","","","RCC_MCO","","","","USART1_TX","","I2C1_SCL","I2C3_SMBA"
"E3","PB2","I/O","","","","","LPTIM1_OUT","","","","","I2C3_SMBA"
"E4","PA1","I/O","","","EVENTOUT","","TIM2_CH2","","USART2_DE/USART2_RTS","TIM21_ETR","USART4_RX",""
"E5","PA0","I/O","","","","","TIM2_CH1","","USART2_CTS","TIM2_ETR","USART4_TX","COMP1_OUT"
"E6","VREF+","Power","","","","","","","","","",""
"E7","PC2","I/O","","","LPTIM1_IN2","","I2S2_MCK/SPI2_MISO","","","","",""
"F1","PB14","I/O","","","I2S2_MCK/SPI2_MISO","","RTC_OUT_ALARM/RTC_OUT_CALIB","","LPUART1_DE/LPUART1_RTS","I2C2_SDA","TIM21_CH2",""
"F2","PB13","I/O","","","I2S2_CK/SPI2_SCK","","RCC_MCO","","LPUART1_CTS","I2C2_SCL","TIM21_CH1",""
"F3","PB11","I/O","","","EVENTOUT","","TIM2_CH4","","LPUART1_RX","","I2C2_SDA","LPUART1_TX"
"F4","PA7","I/O","","","SPI1_MOSI","","TIM3_CH2","","","TIM22_CH2","EVENTOUT","COMP2_OUT"
"F5","PA4","I/O","","","SPI1_NSS","","","","USART2_CK","TIM22_ETR","",""
"F6","PA2","I/O","","","TIM21_CH1","","TIM2_CH3","","USART2_TX","","LPUART1_TX","COMP2_OUT"
"F7","VDDA","Power","","","","","","","","","",""
"G1","PB12","I/O","","","I2S2_WS/SPI2_NSS","","LPUART1_DE/LPUART1_RTS","","","","EVENTOUT",""
"G2","VDD","Power","","","","","","","","","",""
"G3","PB10","I/O","","","","","TIM2_CH3","","LPUART1_TX","SPI2_SCK","I2C2_SCL","LPUART1_RX"
"G4","PB0","I/O","","","EVENTOUT","","TIM3_CH3","","","","",""
"G5","PA6","I/O","","","SPI1_MISO","","TIM3_CH1","","LPUART1_CTS","TIM22_CH1","EVENTOUT","COMP1_OUT"
"G6","PA5","I/O","","","SPI1_SCK","","TIM2_ETR","","","TIM2_CH1","",""
"G7","PA3","I/O","","","TIM21_CH2","","TIM2_CH4","","USART2_RX","","LPUART1_RX",""
