"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"A1","PE3","I/O","","","SYS_TRACED0","","TIM3_CH1","","","","","","","TSC_G7_IO2","","LCD_SEG39","FMC_A19","SAI1_SD_B","","EVENTOUT"
"A2","PE1","I/O","","","","","","","","","","","","","DCMI_D3","LCD_SEG37","FMC_NBL1","","TIM17_CH1","EVENTOUT"
"A3","PB8","I/O","","","","","TIM4_CH3","","I2C1_SCL","","DFSDM1_DATIN6","","","CAN1_RX","DCMI_D6","LCD_SEG16","SDMMC1_D4","SAI1_MCLK_A","TIM16_CH1","EVENTOUT"
"A4","PH3-BOOT0","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"A5","PD7","I/O","","","","","","","","","DFSDM1_CKIN1","USART2_CK","","","QUADSPI_BK2_IO3","","FMC_NE1","","","EVENTOUT"
"A6","PD5","I/O","","","","","","","","","","USART2_TX","","","QUADSPI_BK2_IO1","","FMC_NWE","","","EVENTOUT"
"A7","PB4 (NJTRST)","I/O","","","SYS_JTRST","","TIM3_CH1","","I2C3_SDA","SPI1_MISO","SPI3_MISO","USART1_CTS","UART5_DE/UART5_RTS","TSC_G2_IO1","DCMI_D12","LCD_SEG8","","SAI1_MCLK_B","TIM17_BKIN","EVENTOUT"
"A8","PB3 (JTDO/TRACESWO)","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","SPI1_SCK","SPI3_SCK","USART1_DE/USART1_RTS","","","CRS_SYNC","LCD_SEG7","","SAI1_SCK_B","","EVENTOUT"
"A9","PA15 (JTDI)","I/O","","","SYS_JTDI","TIM2_CH1","TIM2_ETR","USART2_RX","","SPI1_NSS","SPI3_NSS","USART3_DE/USART3_RTS","UART4_DE/UART4_RTS","TSC_G3_IO1","","LCD_SEG17","SWPMI1_SUSPEND","SAI2_FS_B","","EVENTOUT"
"A10","PA14 (JTCK/SWCLK)","I/O","","","SYS_JTCK-SWCLK","LPTIM1_OUT","","","I2C1_SMBA","I2C4_SMBA","","","","","USB_OTG_FS_SOF","","SWPMI1_RX","SAI1_FS_B","","EVENTOUT"
"A11","PA13 (JTMS/SWDIO)","I/O","","","SYS_JTMS-SWDIO","IR_OUT","","","","","","","","","USB_OTG_FS_NOE","","SWPMI1_TX","SAI1_SD_B","","EVENTOUT"
"A12","PA12","I/O","","","","TIM1_ETR","","","","SPI1_MOSI","","USART1_DE/USART1_RTS","","CAN1_TX","USB_OTG_FS_DP","","","","","EVENTOUT"
"B1","PE4","I/O","","","SYS_TRACED1","","TIM3_CH2","","","","DFSDM1_DATIN3","","","TSC_G7_IO3","DCMI_D4","","FMC_A20","SAI1_FS_A","","EVENTOUT"
"B2","PE2","I/O","","","SYS_TRACECLK","","TIM3_ETR","","","","","","","TSC_G7_IO1","","LCD_SEG38","FMC_A23","SAI1_MCLK_A","","EVENTOUT"
"B3","PB9","I/O","","","","IR_OUT","TIM4_CH4","","I2C1_SDA","SPI2_NSS","DFSDM1_CKIN6","","","CAN1_TX","DCMI_D7","LCD_COM3","SDMMC1_D5","SAI1_FS_A","TIM17_CH1","EVENTOUT"
