"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"23","PB11","I/O","","","SPI2_MOSI","LPUART1_TX","TIM2_CH4","","USART3_RX","","I2C2_SDA","COMP2_OUT"
"24","PB12","I/O","","","SPI2_NSS","LPUART1_DE/LPUART1_RTS","TIM1_BK","","","TIM15_BK","","EVENTOUT"
"25","PB13","I/O","","","SPI2_SCK","LPUART1_CTS","TIM1_CH1N","","USART3_CTS/USART3_NSS","TIM15_CH1N","I2C2_SCL","EVENTOUT"
"26","PB14","I/O","","","SPI2_MISO","","TIM1_CH2N","","USART3_CK/USART3_DE/USART3_RTS","TIM15_CH1","I2C2_SDA","EVENTOUT"
"27","PB15","I/O","","","SPI2_MOSI","","TIM1_CH3N","","TIM15_CH1N","TIM15_CH2","","EVENTOUT"
"28","PA8","I/O","","","RCC_MCO","SPI2_NSS","TIM1_CH1","","","LPTIM2_OUT","","EVENTOUT"
"29","PA9","I/O","","","RCC_MCO","USART1_TX","TIM1_CH2","","SPI2_MISO","TIM15_BK","I2C1_SCL","EVENTOUT"
"30","PC6","I/O","","","","TIM3_CH1","TIM2_CH3","","","","",""
"31","PC7","I/O","","","","TIM3_CH2","TIM2_CH4","","","","",""
"32","PA10","I/O","","","SPI2_MOSI","USART1_RX","TIM1_CH3","","","TIM17_BK","I2C1_SDA","EVENTOUT"
"33","PA11 [PA9]","I/O","","","I2S1_MCK/SPI1_MISO","USART1_CTS/USART1_NSS","TIM1_CH4","","","TIM1_BK2","I2C2_SCL","COMP1_OUT"
"34","PA12 [PA10]","I/O","","","I2S1_SD/SPI1_MOSI","USART1_CK/USART1_DE/USART1_RTS","TIM1_ETR","","","I2S_CKIN","I2C2_SDA","COMP2_OUT"
"35","PA13","I/O","","","SYS_SWDIO","IR_OUT","","","","","","EVENTOUT"
"36","PA14-BOOT0","I/O","","","SYS_SWCLK","USART2_TX","","","","","","EVENTOUT"
"37","PA15","I/O","","","I2S1_WS/SPI1_NSS","USART2_RX","TIM2_CH1/TIM2_ETR","","USART4_CK/USART4_DE/USART4_RTS","USART3_CK/USART3_DE/USART3_RTS","","EVENTOUT"
"38","PD0","I/O","","","EVENTOUT","SPI2_NSS","TIM16_CH1","","","","",""
"39","PD1","I/O","","","EVENTOUT","SPI2_SCK","TIM17_CH1","","","","",""
"40","PD2","I/O","","","USART3_CK/USART3_DE/USART3_RTS","TIM3_ETR","TIM1_CH1N","","","","",""
"41","PD3","I/O","","","USART2_CTS/USART2_NSS","SPI2_MISO","TIM1_CH2N","","","","",""
"42","PB3","I/O","","","I2S1_CK/SPI1_SCK","TIM1_CH2","TIM2_CH2","","USART1_CK/USART1_DE/USART1_RTS","","","EVENTOUT"
"43","PB4","I/O","","","I2S1_MCK/SPI1_MISO","TIM3_CH1","","","USART1_CTS/USART1_NSS","TIM17_BK","","EVENTOUT"
"44","PB5","I/O","","","I2S1_SD/SPI1_MOSI","TIM3_CH2","TIM16_BK","","","LPTIM1_IN1","I2C1_SMBA","COMP2_OUT"
"45","PB6","I/O","","","USART1_TX","TIM1_CH3","TIM16_CH1N","","SPI2_MISO","LPTIM1_ETR","I2C1_SCL","EVENTOUT"
"46","PB7","I/O","","","USART1_RX","SPI2_MOSI","TIM17_CH1N","","USART4_CTS/USART4_NSS","LPTIM1_IN2","I2C1_SDA","EVENTOUT"
"47","PB8","I/O","","","CEC","SPI2_SCK","TIM16_CH1","","USART3_TX","TIM15_BK","I2C1_SCL","EVENTOUT"
"48","PB9","I/O","","","IR_OUT","","TIM17_CH1","","USART3_RX","SPI2_NSS","I2C1_SDA","EVENTOUT"
