"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"71","PA12","I/O","","","","TIM16_CH1","","","","I2S_CKIN","TIM1_CH2N","USART1_DE/USART1_RTS","COMP2_OUT","CAN_TX","TIM4_CH2","TIM1_ETR","","","","EVENTOUT"
"72","PA13","I/O","","","SYS_JTMS-SWDIO","TIM16_CH1N","","TSC_G4_IO3","","IR_OUT","","USART3_CTS","","","TIM4_CH3","","","","","EVENTOUT"
"73","PF6","I/O","","","","EVENTOUT","TIM4_CH4","","I2C2_SCL","","","USART3_DE/USART3_RTS","","","","","FMC_NIORD","","",""
"74","VSS","Power","","","","","","","","","","","","","","","","","",""
"75","VDD","Power","","","","","","","","","","","","","","","","","",""
"76","PA14","I/O","","","SYS_JTCK-SWCLK","","","TSC_G4_IO4","I2C1_SDA","","TIM1_BKIN","USART2_TX","","","","","","","","EVENTOUT"
"77","PA15","I/O","","","SYS_JTDI","TIM2_CH1/TIM2_ETR","","TSC_SYNC","I2C1_SCL","SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_RX","","TIM1_BKIN","","","","","","EVENTOUT"
"78","PC10","I/O","","","","EVENTOUT","","","","UART4_TX","I2S3_CK/SPI3_SCK","USART3_TX","","","","","","","",""
"79","PC11","I/O","","","","EVENTOUT","","","","UART4_RX","I2S3_ext_SD/SPI3_MISO","USART3_RX","","","","","","","",""
"80","PC12","I/O","","","","EVENTOUT","","","","UART5_TX","I2S3_SD/SPI3_MOSI","USART3_CK","","","","","","","",""
"81","PD0","I/O","","","","EVENTOUT","","","","","","CAN_RX","","","","","FMC_D2","","",""
"82","PD1","I/O","","","","EVENTOUT","","","","","","CAN_TX","","","","","FMC_D3","","",""
"83","PD2","I/O","","","","EVENTOUT","TIM3_ETR","","","UART5_RX","","","","","","","","","",""
"84","PD3","I/O","","","","EVENTOUT","TIM2_CH1/TIM2_ETR","","","","","USART2_CTS","","","","","FMC_CLK","","",""
"85","PD4","I/O","","","","EVENTOUT","TIM2_CH2","","","","","USART2_DE/USART2_RTS","","","","","FMC_NOE","","",""
"86","PD5","I/O","","","","EVENTOUT","","","","","","USART2_TX","","","","","FMC_NWE","","",""
"87","PD6","I/O","","","","EVENTOUT","TIM2_CH4","","","","","USART2_RX","","","","","FMC_NWAIT","","",""
"88","PD7","I/O","","","","EVENTOUT","TIM2_CH3","","","","","USART2_CK","","","","","FMC_NCE2/FMC_NE1","","",""
"89","PB3","I/O","","","SYS_JTDO-TRACESWO","TIM2_CH2","TIM4_ETR","TSC_G5_IO1","","SPI1_SCK","I2S3_CK/SPI3_SCK","USART2_TX","","","TIM3_ETR","","","","","EVENTOUT"
"90","PB4","I/O","","","SYS_NJTRST","TIM16_CH1","TIM3_CH1","TSC_G5_IO2","","SPI1_MISO","I2S3_ext_SD/SPI3_MISO","USART2_RX","","","TIM17_BKIN","","","","","EVENTOUT"
"91","PB5","I/O","","","","TIM16_BKIN","TIM3_CH2","","I2C1_SMBA","SPI1_MOSI","I2S3_SD/SPI3_MOSI","USART2_CK","I2C3_SDA","","TIM17_CH1","","","","","EVENTOUT"
"92","PB6","I/O","","","","TIM16_CH1N","TIM4_CH1","TSC_G5_IO3","I2C1_SCL","","","USART1_TX","","","","","","","","EVENTOUT"
"93","PB7","I/O","","","","TIM17_CH1N","TIM4_CH2","TSC_G5_IO4","I2C1_SDA","","","USART1_RX","","","TIM3_CH4","","FMC_NL","","","EVENTOUT"
"94","BOOT0","Boot","","","","","","","","","","","","","","","","","",""
"95","PB8","I/O","","","","TIM16_CH1","TIM4_CH3","TSC_SYNC","I2C1_SCL","","","USART3_RX","COMP1_OUT","CAN_RX","","","TIM1_BKIN","","","EVENTOUT"
"96","PB9","I/O","","","","TIM17_CH1","TIM4_CH4","","I2C1_SDA","","IR_OUT","USART3_TX","COMP2_OUT","CAN_TX","","","","","","EVENTOUT"
"97","PE0","I/O","","","","EVENTOUT","TIM4_ETR","","TIM16_CH1","","","USART1_TX","","","","","FMC_NBL0","","",""
"98","PE1","I/O","","","","EVENTOUT","","","TIM17_CH1","","","USART1_RX","","","","","FMC_NBL1","","",""
"99","VSS","Power","","","","","","","","","","","","","","","","","",""
"100","VDD","Power","","","","","","","","","","","","","","","","","",""
