"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"A1","PE3","I/O","","","SYS_TRACED0","","TIM3_CH1","","","","","","","","","","FSMC_A19","","TIMX_IC4"
"A2","PE1","I/O","","","","","","TIM11_CH1","","","","","","","","","FSMC_NBL1","","TIMX_IC2"
"A3","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","","","","SDIO_D4","",""
"A4","BOOT0","Boot","","","","","","","","","","","","","","","","",""
"A5","PD7","I/O","","","","","","TIM9_CH2","","","","USART2_CK","","","","","FSMC_NE1","","TIMX_IC4"
"A6","PD5","I/O","","","","","","","","","","USART2_TX","","","","","FSMC_NWE","","TIMX_IC2"
"A7","PB4","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","SPI3_MISO","","","","","","","","TS_G6_IO1"
"A8","PB3","I/O","","","SYS_JTDO-TRACESWO","TIM2_CH2","","","","SPI1_SCK","I2S3_CK/SPI3_SCK","","","","","","","",""
"A9","PA15","I/O","","","SYS_JTDI","TIM2_CH1","","","","SPI1_NSS","I2S3_WS/SPI3_NSS","","","","","","","","TIMX_IC4/TS_G5_IO3"
"A10","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","","TIMX_IC3/TS_G5_IO2"
"A11","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","","","","TIMX_IC2/TS_G5_IO1"
"A12","PA12","I/O","","","","","","","","SPI1_MOSI","","USART1_RTS","","","USB_DP","","","","TIMX_IC1"
"B1","PE4","I/O","","","SYS_TRACED1","","TIM3_CH2","","","","","","","","","","FSMC_A20","","TIMX_IC1"
"B2","PE2","I/O","","","SYS_TRACECK","","TIM3_ETR","","","","","","","","","","FSMC_A23","","TIMX_IC3"
"B3","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","","","","","","","","SDIO_D5","",""
"B4","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","FSMC_NL","","TS_G6_IO4"
"B5","PB6","I/O","","","","","TIM4_CH1","","I2C1_SCL","","","USART1_TX","","","","","","","TS_G6_IO3"
"B6","PD6","I/O","","","","","","","","","","USART2_RX","","","","","FSMC_NWAIT","","TIMX_IC3"
"B7","PD4","I/O","","","","","","","","I2S2_SD/SPI2_MOSI","","USART2_RTS","","","","","FSMC_NOE","","TIMX_IC1"
"B8","PD3","I/O","","","","","","","","SPI2_MISO","","USART2_CTS","","","","","FSMC_CLK","","TIMX_IC4"
