"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"67","PA8","I/O","","","RCC_MCO","TIM1_CH1","","","","","","USART1_CK","","","USB_OTG_FS_SOF","LCD_COM0","","","LPTIM2_OUT","EVENTOUT"
"68","PA9","I/O","","","","TIM1_CH2","","","","","","USART1_TX","","","","LCD_COM1","","","TIM15_BKIN","EVENTOUT"
"69","PA10","I/O","","","","TIM1_CH3","","","","","","USART1_RX","","","USB_OTG_FS_ID","LCD_COM2","","","TIM17_BKIN","EVENTOUT"
"70","PA11","I/O","","","","TIM1_CH4","TIM1_BKIN2","","","","","USART1_CTS","","CAN1_RX","USB_OTG_FS_DM","","TIM1_BKIN2_COMP1","","","EVENTOUT"
"71","PA12","I/O","","","","TIM1_ETR","","","","","","USART1_DE/USART1_RTS","","CAN1_TX","USB_OTG_FS_DP","","","","","EVENTOUT"
"72","PA13 (JTMS-SWDIO)","I/O","","","SYS_JTMS-SWDIO","IR_OUT","","","","","","","","","USB_OTG_FS_NOE","","","","","EVENTOUT"
"73","VDDUSB","Power","","","","","","","","","","","","","","","","","",""
"74","VSS","Power","","","","","","","","","","","","","","","","","",""
"75","VDD","Power","","","","","","","","","","","","","","","","","",""
"76","PA14 (JTCK-SWCLK)","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","","","EVENTOUT"
"77","PA15 (JTDI)","I/O","","","SYS_JTDI","TIM2_CH1","TIM2_ETR","","","SPI1_NSS","SPI3_NSS","","UART4_DE/UART4_RTS","TSC_G3_IO1","","LCD_SEG17","","SAI2_FS_B","","EVENTOUT"
"78","PC10","I/O","","","","","","","","","SPI3_SCK","USART3_TX","UART4_TX","TSC_G3_IO2","","LCD_COM4/LCD_SEG28/LCD_SEG40","SDMMC1_D2","SAI2_SCK_B","","EVENTOUT"
"79","PC11","I/O","","","","","","","","","SPI3_MISO","USART3_RX","UART4_RX","TSC_G3_IO3","","LCD_COM5/LCD_SEG29/LCD_SEG41","SDMMC1_D3","SAI2_MCLK_B","","EVENTOUT"
"80","PC12","I/O","","","","","","","","","SPI3_MOSI","USART3_CK","UART5_TX","TSC_G3_IO4","","LCD_COM6/LCD_SEG30/LCD_SEG42","SDMMC1_CK","SAI2_SD_B","","EVENTOUT"
"81","PD0","I/O","","","","","","","","SPI2_NSS","DFSDM1_DATIN7","","","CAN1_RX","","","FMC_D2/FMC_DA2","","","EVENTOUT"
"82","PD1","I/O","","","","","","","","SPI2_SCK","DFSDM1_CKIN7","","","CAN1_TX","","","FMC_D3/FMC_DA3","","","EVENTOUT"
"83","PD2","I/O","","","","","TIM3_ETR","","","","","USART3_DE/USART3_RTS","UART5_RX","TSC_SYNC","","LCD_COM7/LCD_SEG31/LCD_SEG43","SDMMC1_CMD","","","EVENTOUT"
"84","PD3","I/O","","","","","","","","SPI2_MISO","DFSDM1_DATIN0","USART2_CTS","","","","","FMC_CLK","","","EVENTOUT"
"85","PD4","I/O","","","","","","","","SPI2_MOSI","DFSDM1_CKIN0","USART2_DE/USART2_RTS","","","","","FMC_NOE","","","EVENTOUT"
"86","PD5","I/O","","","","","","","","","","USART2_TX","","","","","FMC_NWE","","","EVENTOUT"
"87","PD6","I/O","","","","","","","","","DFSDM1_DATIN1","USART2_RX","","","","","FMC_NWAIT","SAI1_SD_A","","EVENTOUT"
"88","PD7","I/O","","","","","","","","","DFSDM1_CKIN1","USART2_CK","","","","","FMC_NE1","","","EVENTOUT"
"89","PB3 (JTDO-TRACESWO)","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","SPI1_SCK","SPI3_SCK","USART1_DE/USART1_RTS","","","","LCD_SEG7","","SAI1_SCK_B","","EVENTOUT"
"90","PB4 (NJTRST)","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","SPI3_MISO","USART1_CTS","UART5_DE/UART5_RTS","TSC_G2_IO1","","LCD_SEG8","","SAI1_MCLK_B","TIM17_BKIN","EVENTOUT"
"91","PB5","I/O","","","","LPTIM1_IN1","TIM3_CH2","","I2C1_SMBA","SPI1_MOSI","SPI3_MOSI","USART1_CK","UART5_CTS","TSC_G2_IO2","","LCD_SEG9","COMP2_OUT","SAI1_SD_B","TIM16_BKIN","EVENTOUT"
"92","PB6","I/O","","","","LPTIM1_ETR","TIM4_CH1","TIM8_BKIN2","I2C1_SCL","","DFSDM1_DATIN5","USART1_TX","","TSC_G2_IO3","","","TIM8_BKIN2_COMP2","SAI1_FS_B","TIM16_CH1N","EVENTOUT"
"93","PB7","I/O","","","","LPTIM1_IN2","TIM4_CH2","TIM8_BKIN","I2C1_SDA","","DFSDM1_CKIN5","USART1_RX","UART4_CTS","TSC_G2_IO4","","LCD_SEG21","FMC_NL","TIM8_BKIN_COMP1","TIM17_CH1N","EVENTOUT"
"94","BOOT0","Boot","","","","","","","","","","","","","","","","","",""
"95","PB8","I/O","","","","","TIM4_CH3","","I2C1_SCL","","DFSDM1_DATIN6","","","CAN1_RX","","LCD_SEG16","SDMMC1_D4","SAI1_MCLK_A","TIM16_CH1","EVENTOUT"
"96","PB9","I/O","","","","IR_OUT","TIM4_CH4","","I2C1_SDA","SPI2_NSS","DFSDM1_CKIN6","","","CAN1_TX","","LCD_COM3","SDMMC1_D5","SAI1_FS_A","TIM17_CH1","EVENTOUT"
"97","PE0","I/O","","","","","TIM4_ETR","","","","","","","","","LCD_SEG36","FMC_NBL0","","TIM16_CH1","EVENTOUT"
"98","PE1","I/O","","","","","","","","","","","","","","LCD_SEG37","FMC_NBL1","","TIM17_CH1","EVENTOUT"
"99","VSS","Power","","","","","","","","","","","","","","","","","",""
"100","VDD","Power","","","","","","","","","","","","","","","","","",""
