"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"1","PE2","I/O","","","SYS_TRACECLK","","TIM3_CH1","SAI1_CK1","","SPI4_SCK","TIM20_CH1","","","","","","FMC_A23","SAI1_MCLK_A","","EVENTOUT"
"2","PE3","I/O","","","SYS_TRACED0","","TIM3_CH2","","","SPI4_NSS","TIM20_CH2","","","","","","FMC_A19","SAI1_SD_B","","EVENTOUT"
"3","PE4","I/O","","","SYS_TRACED1","","TIM3_CH3","SAI1_D2","","SPI4_NSS","TIM20_CH1N","","","","","","FMC_A20","SAI1_FS_A","","EVENTOUT"
"4","PE5","I/O","","","SYS_TRACED2","","TIM3_CH4","SAI1_CK2","","SPI4_MISO","TIM20_CH2N","","","","","","FMC_A21","SAI1_SCK_A","","EVENTOUT"
"5","PE6","I/O","","","SYS_TRACED3","","","SAI1_D1","","SPI4_MOSI","TIM20_CH3N","","","","","","FMC_A22","SAI1_SD_A","","EVENTOUT"
"6","VBAT","Power","","","","","","","","","","","","","","","","","",""
"7","PC13","I/O","","","","","TIM1_BKIN","","TIM1_CH1N","","TIM8_CH4N","","","","","","","","","EVENTOUT"
"8","PC14-OSC32_IN","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"9","PC15-OSC32_OUT","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"10","PF3","I/O","","","","","TIM20_CH4","","I2C3_SCL","","","","","","","","FMC_A3","","","EVENTOUT"
"11","PF4","I/O","","","","","COMP1_OUT","TIM20_CH1N","I2C3_SDA","","","","","","","","FMC_A4","","","EVENTOUT"
"12","VSS","Power","","","","","","","","","","","","","","","","","",""
"13","VDD","Power","","","","","","","","","","","","","","","","","",""
"14","PF5","I/O","","","","","TIM20_CH2N","","","","","","","","","","FMC_A5","","","EVENTOUT"
"15","PF7","I/O","","","","","TIM20_BKIN","","","","TIM5_CH2","","","","QUADSPI1_BK1_IO2","","FMC_A1","SAI1_MCLK_B","","EVENTOUT"
"16","PF8","I/O","","","","","TIM20_BKIN2","","","","TIM5_CH3","","","","QUADSPI1_BK1_IO0","","FMC_A24","SAI1_SCK_B","","EVENTOUT"
"17","PF9","I/O","","","","","TIM20_BKIN","TIM15_CH1","","SPI2_SCK","TIM5_CH4","","","","QUADSPI1_BK1_IO1","","FMC_A25","SAI1_FS_B","","EVENTOUT"
"18","PF10","I/O","","","","","TIM20_BKIN2","TIM15_CH2","","SPI2_SCK","","","","","QUADSPI1_CLK","","FMC_A0","SAI1_D3","","EVENTOUT"
"19","PF0-OSC_IN","I/O","","","","","","","I2C2_SDA","I2S2_WS/SPI2_NSS","TIM1_CH3N","","","","","","","","","EVENTOUT"
"20","PF1-OSC_OUT","I/O","","","","","","","","I2S2_CK/SPI2_SCK","","","","","","","","","","EVENTOUT"
"21","PG10-NRST","I/O","","","RCC_MCO","","","","","","","","","","","","","","","EVENTOUT"
"22","PC0","I/O","","","","LPTIM1_IN1","TIM1_CH1","","","","","","LPUART1_RX","","","","","","","EVENTOUT"
"23","PC1","I/O","","","","LPTIM1_OUT","TIM1_CH2","","","","","","LPUART1_TX","","QUADSPI1_BK2_IO0","","","SAI1_SD_A","","EVENTOUT"
"24","PC2","I/O","","","","LPTIM1_IN2","TIM1_CH3","COMP3_OUT","","","TIM20_CH2","","","","QUADSPI1_BK2_IO1","","","","","EVENTOUT"
"25","PC3","I/O","","","","LPTIM1_ETR","TIM1_CH4","SAI1_D1","","","TIM1_BKIN2","","","","QUADSPI1_BK2_IO2","","","SAI1_SD_A","","EVENTOUT"
"26","PF2","I/O","","","","","TIM20_CH3","","I2C2_SMBA","","","","","","","","FMC_A2","","","EVENTOUT"
"27","PA0","I/O","","","","TIM2_CH1","TIM5_CH1","","","","","USART2_CTS/USART2_NSS","COMP1_OUT","TIM8_BKIN","TIM8_ETR","","","","TIM2_ETR","EVENTOUT"
"28","PA1","I/O","","","RTC_REFIN","TIM2_CH2","TIM5_CH2","","","","","USART2_DE/USART2_RTS","","TIM15_CH1N","","","","","","EVENTOUT"
"29","PA2","I/O","","","","TIM2_CH3","TIM5_CH3","","","","","USART2_TX","COMP2_OUT","TIM15_CH1","QUADSPI1_BK1_NCS","","LPUART1_TX","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"30","VSS","Power","","","","","","","","","","","","","","","","","",""
"31","VDD","Power","","","","","","","","","","","","","","","","","",""
"32","PA3","I/O","","","","TIM2_CH4","TIM5_CH4","SAI1_CK1","","","","USART2_RX","","TIM15_CH2","QUADSPI1_CLK","","LPUART1_RX","SAI1_MCLK_A","","EVENTOUT"
"33","PA4","I/O","","","","","TIM3_CH2","","","SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_CK","","","","","","SAI1_FS_B","","EVENTOUT"
"34","PA5","I/O","","","","TIM2_CH1","TIM2_ETR","","","SPI1_SCK","","","","","","","","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"35","PA6","I/O","","","","TIM16_CH1","TIM3_CH1","","TIM8_BKIN","SPI1_MISO","TIM1_BKIN","","COMP1_OUT","","QUADSPI1_BK1_IO3","","LPUART1_CTS","","","EVENTOUT"
"36","PA7","I/O","","","","TIM17_CH1","TIM3_CH2","","TIM8_CH1N","SPI1_MOSI","TIM1_CH1N","","COMP2_OUT","","QUADSPI1_BK1_IO2","","","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"37","PC4","I/O","","","","","TIM1_ETR","","I2C2_SCL","","","USART1_TX","","","QUADSPI1_BK2_IO3","","","","","EVENTOUT"
"38","PC5","I/O","","","","","TIM15_BKIN","SAI1_D3","","","TIM1_CH4N","USART1_RX","","","","","","HRTIM1_EEV10","","EVENTOUT"
"39","PB0","I/O","","","","","TIM3_CH3","","TIM8_CH2N","","TIM1_CH2N","","","","QUADSPI1_BK1_IO1","","","HRTIM1_FLT5","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"40","PB1","I/O","","","","","TIM3_CH4","","TIM8_CH3N","","TIM1_CH3N","","COMP4_OUT","","QUADSPI1_BK1_IO0","","LPUART1_DE/LPUART1_RTS","HRTIM1_SCOUT","","EVENTOUT"
"41","PB2","I/O","","","RTC_OUT2","LPTIM1_OUT","TIM5_CH1","TIM20_CH1","I2C3_SMBA","","","","","","QUADSPI1_BK2_IO1","","","HRTIM1_SCIN","","EVENTOUT"
"42","VSSA","Power","","","","","","","","","","","","","","","","","",""
"43","VREF+","MonoIO","","","","","","","","","","","","","","","","","",""
"44","VREF_+","MonoIO","","","","","","","","","","","","","","","","","",""
"45","VDDA","Power","","","","","","","","","","","","","","","","","",""
"46","VSS","Power","","","","","","","","","","","","","","","","","",""
"47","VDD","Power","","","","","","","","","","","","","","","","","",""
"48","PF11","I/O","","","","","TIM20_ETR","","","","","","","","","","FMC_NE4","","","EVENTOUT"
"49","PF12","I/O","","","","","TIM20_CH1","","","","","","","","","","FMC_A6","","","EVENTOUT"
"50","PF13","I/O","","","","","TIM20_CH2","","I2C4_SMBA","","","","","","","","FMC_A7","","","EVENTOUT"
"51","PF14","I/O","","","","","TIM20_CH3","","I2C4_SCL","","","","","","","","FMC_A8","","","EVENTOUT"
"52","PF15","I/O","","","","","TIM20_CH4","","I2C4_SDA","","","","","","","","FMC_A9","","","EVENTOUT"
"53","PE7","I/O","","","","","TIM1_ETR","","","","","","","","","","FMC_D4/FMC_DA4","SAI1_SD_B","","EVENTOUT"
"54","PE8","I/O","","","","TIM5_CH3","TIM1_CH1N","","","","","","","","","","FMC_D5/FMC_DA5","SAI1_SCK_B","","EVENTOUT"
"55","PE9","I/O","","","","TIM5_CH4","TIM1_CH1","","","","","","","","","","FMC_D6/FMC_DA6","SAI1_FS_B","","EVENTOUT"
"56","PE10","I/O","","","","","TIM1_CH2N","","","","","","","","QUADSPI1_CLK","","FMC_D7/FMC_DA7","SAI1_MCLK_B","","EVENTOUT"
"57","PE11","I/O","","","","","TIM1_CH2","","","SPI4_NSS","","","","","QUADSPI1_BK1_NCS","","FMC_D8/FMC_DA8","","","EVENTOUT"
"58","PE12","I/O","","","","","TIM1_CH3N","","","SPI4_SCK","","","","","QUADSPI1_BK1_IO0","","FMC_D9/FMC_DA9","","","EVENTOUT"
"59","PE13","I/O","","","","","TIM1_CH3","","","SPI4_MISO","","","","","QUADSPI1_BK1_IO1","","FMC_D10/FMC_DA10","","","EVENTOUT"
"60","PE14","I/O","","","","","TIM1_CH4","","","SPI4_MOSI","TIM1_BKIN2","","","","QUADSPI1_BK1_IO2","","FMC_D11/FMC_DA11","","","EVENTOUT"
"61","PE15","I/O","","","","","TIM1_BKIN","","","","TIM1_CH4N","USART3_RX","","","QUADSPI1_BK1_IO3","","FMC_D12/FMC_DA12","","","EVENTOUT"
"62","PB10","I/O","","","","TIM2_CH3","","","","","","USART3_TX","LPUART1_RX","","QUADSPI1_CLK","","TIM1_BKIN","HRTIM1_FLT3","SAI1_SCK_A","EVENTOUT"
"63","VSS","Power","","","","","","","","","","","","","","","","","",""
"64","VDD","Power","","","","","","","","","","","","","","","","","",""
"65","PB11","I/O","","","","TIM2_CH4","","","","","","USART3_RX","LPUART1_TX","","QUADSPI1_BK1_NCS","","","HRTIM1_FLT4","","EVENTOUT"
"66","PB12","I/O","","","","","TIM5_ETR","","I2C2_SMBA","I2S2_WS/SPI2_NSS","TIM1_BKIN","USART3_CK","LPUART1_DE/LPUART1_RTS","FDCAN2_RX","","","","HRTIM1_CHC1","","EVENTOUT"
"67","PB13","I/O","","","","","","","","I2S2_CK/SPI2_SCK","TIM1_CH1N","USART3_CTS/USART3_NSS","LPUART1_CTS","FDCAN2_TX","","","","HRTIM1_CHC2","","EVENTOUT"
"68","PB14","I/O","","","","TIM15_CH1","","","","SPI2_MISO","TIM1_CH2N","USART3_DE/USART3_RTS","COMP4_OUT","","","","","HRTIM1_CHD1","","EVENTOUT"
"69","PB15","I/O","","","RTC_REFIN","TIM15_CH2","TIM15_CH1N","COMP3_OUT","TIM1_CH3N","I2S2_SD/SPI2_MOSI","","","","","","","","HRTIM1_CHD2","","EVENTOUT"
"70","PD8","I/O","","","","","","","","","","USART3_TX","","","","","FMC_D13/FMC_DA13","","","EVENTOUT"
"71","PD9","I/O","","","","","","","","","","USART3_RX","","","","","FMC_D14/FMC_DA14","","","EVENTOUT"
"72","PD10","I/O","","","","","","","","","","USART3_CK","","","","","FMC_D15/FMC_DA15","","","EVENTOUT"
"73","PD11","I/O","","","","TIM5_ETR","","","I2C4_SMBA","","","USART3_CTS/USART3_NSS","","","","","FMC_A16","","","EVENTOUT"
"74","PD12","I/O","","","","","TIM4_CH1","","","","","USART3_DE/USART3_RTS","","","","","FMC_A17","","","EVENTOUT"
"75","PD13","I/O","","","","","TIM4_CH2","","","","","","","","","","FMC_A18","","","EVENTOUT"
"76","PD14","I/O","","","","","TIM4_CH3","","","","","","","","","","FMC_D0/FMC_DA0","","","EVENTOUT"
"77","PD15","I/O","","","","","TIM4_CH4","","","","SPI2_NSS","","","","","","FMC_D1/FMC_DA1","","","EVENTOUT"
"78","VSS","Power","","","","","","","","","","","","","","","","","",""
"79","VDD","Power","","","","","","","","","","","","","","","","","",""
"80","PC6","I/O","","","","","TIM3_CH1","HRTIM1_EEV10","TIM8_CH1","","I2S2_MCK","COMP6_OUT","I2C4_SCL","","","","","HRTIM1_CHF1","","EVENTOUT"
"81","PC7","I/O","","","","","TIM3_CH2","HRTIM1_FLT5","TIM8_CH2","","I2S3_MCK","COMP5_OUT","I2C4_SDA","","","","","HRTIM1_CHF2","","EVENTOUT"
"82","PG0","I/O","","","","","TIM20_CH1N","","","","","","","","","","FMC_A10","","","EVENTOUT"
"83","PG1","I/O","","","","","TIM20_CH2N","","","","","","","","","","FMC_A11","","","EVENTOUT"
"84","PG2","I/O","","","","","TIM20_CH3N","","","SPI1_SCK","","","","","","","FMC_A12","","","EVENTOUT"
"85","PG3","I/O","","","","","TIM20_BKIN","","I2C4_SCL","SPI1_MISO","TIM20_CH4N","","","","","","FMC_A13","","","EVENTOUT"
"86","PG4","I/O","","","","","TIM20_BKIN2","","I2C4_SDA","SPI1_MOSI","","","","","","","FMC_A14","","","EVENTOUT"
"87","PC8","I/O","","","","","TIM3_CH3","HRTIM1_CHE1","TIM8_CH3","","TIM20_CH3","COMP7_OUT","I2C3_SCL","","","","","","","EVENTOUT"
"88","PC9","I/O","","","","","TIM3_CH4","HRTIM1_CHE2","TIM8_CH4","I2S_CKIN","TIM8_BKIN2","","I2C3_SDA","","","","","","","EVENTOUT"
"89","PA8","I/O","","","RCC_MCO","","I2C3_SCL","","I2C2_SDA","I2S2_MCK","TIM1_CH1","USART1_CK","COMP7_OUT","","TIM4_ETR","FDCAN3_RX","SAI1_CK2","HRTIM1_CHA1","SAI1_SCK_A","EVENTOUT"
"90","PA9","I/O","","","","","I2C3_SMBA","","I2C2_SCL","I2S3_MCK","TIM1_CH2","USART1_TX","COMP5_OUT","TIM15_BKIN","TIM2_CH3","","","HRTIM1_CHA2","SAI1_FS_A","EVENTOUT"
"91","PA10","I/O","","","","TIM17_BKIN","","CRS_SYNC","I2C2_SMBA","SPI2_MISO","TIM1_CH3","USART1_RX","COMP6_OUT","","TIM2_CH4","TIM8_BKIN","SAI1_D1","HRTIM1_CHB1","SAI1_SD_A","EVENTOUT"
"92","PA11","I/O","","","","","","","","I2S2_SD/SPI2_MOSI","TIM1_CH1N","USART1_CTS/USART1_NSS","COMP1_OUT","FDCAN1_RX","TIM4_CH1","TIM1_CH4","TIM1_BKIN2","HRTIM1_CHB2","","EVENTOUT"
"93","PA12","I/O","","","","TIM16_CH1","","","","I2S_CKIN","TIM1_CH2N","USART1_DE/USART1_RTS","COMP2_OUT","FDCAN1_TX","TIM4_CH2","TIM1_ETR","","HRTIM1_FLT1","","EVENTOUT"
"94","VSS","Power","","","","","","","","","","","","","","","","","",""
"95","VDD","Power","","","","","","","","","","","","","","","","","",""
"96","PA13","I/O","","","SYS_JTMS-SWDIO","TIM16_CH1N","","I2C4_SCL","I2C1_SCL","IR_OUT","","USART3_CTS/USART3_NSS","","","TIM4_CH3","","","SAI1_SD_B","","EVENTOUT"
"97","PF6","I/O","","","","TIM5_ETR","TIM4_CH4","SAI1_SD_B","I2C2_SCL","","TIM5_CH1","USART3_RTS","","","QUADSPI1_BK1_IO3","","","","","EVENTOUT"
"98","PA14","I/O","","","SYS_JTCK-SWCLK","LPTIM1_OUT","","I2C4_SMBA","I2C1_SDA","TIM8_CH2","TIM1_BKIN","USART2_TX","","","","","","SAI1_FS_B","","EVENTOUT"
"99","PA15","I/O","","","SYS_JTDI","TIM2_CH1","TIM8_CH1","","I2C1_SCL","SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_RX","UART4_DE/UART4_RTS","TIM1_BKIN","","FDCAN3_TX","","HRTIM1_FLT2","TIM2_ETR","EVENTOUT"
"100","PC10","I/O","","","","","","","TIM8_CH1N","UART4_TX","I2S3_CK/SPI3_SCK","USART3_TX","","","","","","HRTIM1_FLT6","","EVENTOUT"
"101","PC11","I/O","","","","","","HRTIM1_EEV2","TIM8_CH2N","UART4_RX","SPI3_MISO","USART3_RX","I2C3_SDA","","","","","","","EVENTOUT"
"102","PC12","I/O","","","","TIM5_CH2","","HRTIM1_EEV1","TIM8_CH3N","UART5_TX","I2S3_SD/SPI3_MOSI","USART3_CK","","","","","","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"103","PG5","I/O","","","","","TIM20_ETR","","","SPI1_NSS","","","LPUART1_CTS","","","","FMC_A15","","","EVENTOUT"
"104","PG6","I/O","","","","","TIM20_BKIN","","I2C3_SMBA","","","","LPUART1_DE/LPUART1_RTS","","","","FMC_INT","","","EVENTOUT"
"105","PG7","I/O","","","","","","SAI1_CK1","I2C3_SCL","","","","LPUART1_TX","","","","FMC_INT","SAI1_MCLK_A","","EVENTOUT"
"106","PG8","I/O","","","","","","","I2C3_SDA","","","","LPUART1_RX","","","","FMC_NE3","","","EVENTOUT"
"107","PG9","I/O","","","","","","","","","SPI3_SCK","USART1_TX","","","","","FMC_NCE/FMC_NE2","","TIM15_CH1N","EVENTOUT"
"108","PD0","I/O","","","","","","","","","TIM8_CH4N","","","FDCAN1_RX","","","FMC_D2/FMC_DA2","","","EVENTOUT"
"109","PD1","I/O","","","","","","","TIM8_CH4","","TIM8_BKIN2","","","FDCAN1_TX","","","FMC_D3/FMC_DA3","","","EVENTOUT"
"110","VSS","Power","","","","","","","","","","","","","","","","","",""
"111","VDD","Power","","","","","","","","","","","","","","","","","",""
"112","PD2","I/O","","","","","TIM3_ETR","","TIM8_BKIN","UART5_RX","","","","","","","","","","EVENTOUT"
"113","PD3","I/O","","","","","TIM2_CH1/TIM2_ETR","","","","","USART2_CTS/USART2_NSS","","","QUADSPI1_BK2_NCS","","FMC_CLK","","","EVENTOUT"
"114","PD4","I/O","","","","","TIM2_CH2","","","","","USART2_DE/USART2_RTS","","","QUADSPI1_BK2_IO0","","FMC_NOE","","","EVENTOUT"
"115","PD5","I/O","","","","","","","","","","USART2_TX","","","QUADSPI1_BK2_IO1","","FMC_NWE","","","EVENTOUT"
"116","PD6","I/O","","","","","TIM2_CH4","SAI1_D1","","","","USART2_RX","","","QUADSPI1_BK2_IO2","","FMC_NWAIT","SAI1_SD_A","","EVENTOUT"
"117","PD7","I/O","","","","","TIM2_CH3","","","","","USART2_CK","","","QUADSPI1_BK2_IO3","","FMC_NCE/FMC_NE1","","","EVENTOUT"
"118","PB3","I/O","","","SYS_JTDO-SWO","TIM2_CH2","TIM4_ETR","CRS_SYNC","TIM8_CH1N","SPI1_SCK","I2S3_CK/SPI3_SCK","USART2_TX","","","TIM3_ETR","FDCAN3_RX","HRTIM1_SCOUT","HRTIM1_EEV9","SAI1_SCK_B","EVENTOUT"
"119","PB4","I/O","","","SYS_JTRST","TIM16_CH1","TIM3_CH1","","TIM8_CH2N","SPI1_MISO","SPI3_MISO","USART2_RX","UART5_DE/UART5_RTS","","TIM17_BKIN","FDCAN3_TX","","HRTIM1_EEV7","SAI1_MCLK_B","EVENTOUT"
"120","PB5","I/O","","","","TIM16_BKIN","TIM3_CH2","TIM8_CH3N","I2C1_SMBA","SPI1_MOSI","I2S3_SD/SPI3_MOSI","USART2_CK","I2C3_SDA","FDCAN2_RX","TIM17_CH1","LPTIM1_IN1","SAI1_SD_B","HRTIM1_EEV6","UART5_CTS","EVENTOUT"
"121","PB6","I/O","","","","TIM16_CH1N","TIM4_CH1","","","TIM8_CH1","TIM8_ETR","USART1_TX","COMP4_OUT","FDCAN2_TX","TIM8_BKIN2","LPTIM1_ETR","HRTIM1_SCIN","HRTIM1_EEV4","SAI1_FS_B","EVENTOUT"
"122","PB7","I/O","","","","TIM17_CH1N","TIM4_CH2","I2C4_SDA","I2C1_SDA","TIM8_BKIN","","USART1_RX","COMP3_OUT","","TIM3_CH4","LPTIM1_IN2","FMC_NL","HRTIM1_EEV3","UART4_CTS","EVENTOUT"
"123","PB8-BOOT0","I/O","","","","TIM16_CH1","TIM4_CH3","SAI1_CK1","I2C1_SCL","","","USART3_RX","COMP1_OUT","FDCAN1_RX","TIM8_CH2","","TIM1_BKIN","HRTIM1_EEV8","SAI1_MCLK_A","EVENTOUT"
"124","PB9","I/O","","","","TIM17_CH1","TIM4_CH4","SAI1_D2","I2C1_SDA","","IR_OUT","USART3_TX","COMP2_OUT","FDCAN1_TX","TIM8_CH3","","TIM1_CH3N","HRTIM1_EEV5","SAI1_FS_A","EVENTOUT"
"125","PE0","I/O","","","","","TIM4_ETR","TIM20_CH4N","TIM16_CH1","","TIM20_ETR","USART1_TX","","","","","FMC_NBL0","","","EVENTOUT"
"126","PE1","I/O","","","","","","","TIM17_CH1","","TIM20_CH4","USART1_RX","","","","","FMC_NBL1","","","EVENTOUT"
"127","VSS","Power","","","","","","","","","","","","","","","","","",""
"128","VDD","Power","","","","","","","","","","","","","","","","","",""
