"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"1","PC14-OSC32_IN","I/O","","","","","","","","","",""
"2","PC15-OSC32_OUT","I/O","","","","","","","","","",""
"3","NRST","Reset","","","","","","","","","",""
"4","VSSA","Power","","","","","","","","","",""
"5","VDDA","Power","","","","","","","","","",""
"6","PA0","I/O","","","","","TIM2_CH1","TSC_G1_IO1","USART2_CTS","TIM2_ETR","USART4_TX","COMP1_OUT"
"7","PA1","I/O","","","EVENTOUT","","TIM2_CH2","TSC_G1_IO2","USART2_DE/USART2_RTS","TIM21_ETR","USART4_RX",""
"8","PA2","I/O","","","TIM21_CH1","","TIM2_CH3","TSC_G1_IO3","USART2_TX","","LPUART1_TX","COMP2_OUT"
"9","PA3","I/O","","","TIM21_CH2","","TIM2_CH4","TSC_G1_IO4","USART2_RX","","LPUART1_RX",""
"10","PA4","I/O","","","SPI1_NSS","","","TSC_G2_IO1","USART2_CK","TIM22_ETR","",""
"11","PA5","I/O","","","SPI1_SCK","","TIM2_ETR","TSC_G2_IO2","","TIM2_CH1","",""
"12","PA6","I/O","","","SPI1_MISO","","TIM3_CH1","TSC_G2_IO3","LPUART1_CTS","TIM22_CH1","EVENTOUT","COMP1_OUT"
"13","PA7","I/O","","","SPI1_MOSI","","TIM3_CH2","TSC_G2_IO4","","TIM22_CH2","EVENTOUT","COMP2_OUT"
"14","PB0","I/O","","","EVENTOUT","","TIM3_CH3","TSC_G3_IO2","","","",""
"15","PB1","I/O","","","","","TIM3_CH4","TSC_G3_IO3","LPUART1_DE/LPUART1_RTS","","",""
"16","VSS","Power","","","","","","","","","",""
"17","VDD","Power","","","","","","","","","",""
"18","PA8","I/O","","","RCC_MCO","","CRS_SYNC","EVENTOUT","USART1_CK","","","I2C3_SCL"
"19","PA9","I/O","","","RCC_MCO","","","TSC_G4_IO1","USART1_TX","","I2C1_SCL","I2C3_SMBA"
"20","PA10","I/O","","","","","","TSC_G4_IO2","USART1_RX","","I2C1_SDA",""
"21","PA11","I/O","","","SPI1_MISO","","EVENTOUT","TSC_G4_IO3","USART1_CTS","","","COMP1_OUT"
"22","PA12","I/O","","","SPI1_MOSI","","EVENTOUT","TSC_G4_IO4","USART1_DE/USART1_RTS","","","COMP2_OUT"
"23","PA13","I/O","","","SYS_SWDIO","","USB_NOE","","","","LPUART1_RX",""
"24","VDD_USB","Power","","","","","","","","","",""
"25","PA14","I/O","","","SYS_SWCLK","","","","USART2_TX","","LPUART1_TX",""
"26","PB4","I/O","","","SPI1_MISO","","TIM3_CH1","TSC_G5_IO2","TIM22_CH1","USART1_CTS","","I2C3_SDA"
"27","PB5","I/O","","","SPI1_MOSI","","LPTIM1_IN1","I2C1_SMBA","TIM22_CH2/TIM3_CH2","USART1_CK","",""
"28","PB6","I/O","","","USART1_TX","I2C1_SCL","LPTIM1_ETR","TSC_G5_IO3","","","",""
"29","PB7","I/O","","","USART1_RX","I2C1_SDA","LPTIM1_IN2","TSC_G5_IO4","","","USART4_CTS",""
"30","BOOT0","Boot","","","","","","","","","",""
"31","VSS","Power","","","","","","","","","",""
"32","VDD","Power","","","","","","","","","",""
