"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"A1","PC14-OSC32_IN","I/O","","","RCC_OSC32_IN","","","","","","","","","","","","","","TIMX_IC3"
"A2","PC13-WKUP2","I/O","","","RTC_OUT_ALARM/RTC_OUT_CALIB/RTC_TAMP1/RTC_TS/SYS_WKUP2","","","","","","","","","","","","","","TIMX_IC2"
"A3","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","","","","","","","LCD_COM3","","",""
"A4","PB4","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","","","","","","LCD_SEG8","","","TS_G6_IO1"
"A5","PB3","I/O","","","SYS_JTDO-TRACESWO","TIM2_CH2","","","","SPI1_SCK","","","","","","LCD_SEG7","","",""
"A6","PA15","I/O","","","SYS_JTDI","TIM2_CH1","","","","SPI1_NSS","","","","","","LCD_SEG17","","","TIMX_IC4/TS_G5_IO3"
"A7","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","","TIMX_IC3/TS_G5_IO2"
"A8","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","","","","TIMX_IC2/TS_G5_IO1"
"B1","PC15-OSC32_OUT","I/O","","","RCC_OSC32_OUT","","","","","","","","","","","","","","TIMX_IC4"
"B2","VLCD","Power","","","","","","","","","","","","","","","","",""
"B3","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","","","LCD_SEG16","","",""
"B4","BOOT0","Boot","","","","","","","","","","","","","","","","",""
"B5","PD2","I/O","","","","","TIM3_ETR","","","","","","","","","LCD_COM7/LCD_SEG31","","","TIMX_IC3"
"B6","PC11","I/O","","","","","","","","","","USART3_RX","","","","LCD_COM5/LCD_SEG29","","","TIMX_IC4"
"B7","PC10","I/O","","","","","","","","","","USART3_TX","","","","LCD_COM4/LCD_SEG28","","","TIMX_IC3"
"B8","PA12","I/O","","","","","","","","SPI1_MOSI","","USART1_RTS","","","USB_DP","","","","TIMX_IC1"
"C1","PH0-OSC_IN","I/O","","","RCC_OSC_IN","","","","","","","","","","","","","",""
"C2","VSS","Power","","","","","","","","","","","","","","","","",""
"C3","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","","","TS_G6_IO4"
"C4","PB5","I/O","","","","","TIM3_CH2","","I2C1_SMBA","SPI1_MOSI","","","","","","LCD_SEG9","","","TS_G6_IO2"
"C5","PC12","I/O","","","","","","","","","","USART3_CK","","","","LCD_COM6/LCD_SEG30","","","TIMX_IC1"
"C6","PA10","I/O","","","","","","","","","","USART1_RX","","","","LCD_COM2","","","TIMX_IC3/TS_G4_IO3"
"C7","PA9","I/O","","","","","","","","","","USART1_TX","","","","LCD_COM1","","","TIMX_IC2/TS_G4_IO2"
"C8","PA11","I/O","","","","","","","","SPI1_MISO","","USART1_CTS","","","USB_DM","","","","TIMX_IC4"
"D1","PH1-OSC_OUT","I/O","","","RCC_OSC_OUT","","","","","","","","","","","","","",""
"D2","VDD","Power","","","","","","","","","","","","","","","","",""
"D3","PB6","I/O","","","","","TIM4_CH1","","I2C1_SCL","","","USART1_TX","","","","","","","TS_G6_IO3"
"D4","VSS","Power","","","","","","","","","","","","","","","","",""
"D5","VSS","Power","","","","","","","","","","","","","","","","",""
"D6","VSS","Power","","","","","","","","","","","","","","","","",""
"D7","PA8","I/O","","","RCC_MCO","","","","","","","USART1_CK","","","","LCD_COM0","","","TIMX_IC1/TS_G4_IO1"
"D8","PC9","I/O","","","","","TIM3_CH4","","","","","","","","","LCD_SEG27","","","TIMX_IC2/TS_G10_IO4"
"E1","NRST","Reset","","","","","","","","","","","","","","","","",""
"E2","PC1","I/O","","","","","","","","","","","","","","LCD_SEG19","","","TIMX_IC2/TS_G8_IO2"
"E3","PC0","I/O","","","","","","","","","","","","","","LCD_SEG18","","","TIMX_IC1/TS_G8_IO1"
"E4","VDD","Power","","","","","","","","","","","","","","","","",""
"E5","VDD","Power","","","","","","","","","","","","","","","","",""
"E6","VDD","Power","","","","","","","","","","","","","","","","",""
"E7","PC7","I/O","","","","","TIM3_CH2","","","","","","","","","LCD_SEG25","","","TIMX_IC4/TS_G10_IO2"
"E8","PC8","I/O","","","","","TIM3_CH3","","","","","","","","","LCD_SEG26","","","TIMX_IC1/TS_G10_IO3"
"F1","VSSA","Power","","","","","","","","","","","","","","","","",""
"F2","PC2","I/O","","","","","","","","","","","","","","LCD_SEG20","","","TIMX_IC3/TS_G8_IO3"
"F3","PA2","I/O","","","","TIM2_CH3","","TIM9_CH1","","","","USART2_TX","","","","LCD_SEG1","","","TIMX_IC3/TS_G1_IO3"
"F4","PA5","I/O","","","","TIM2_CH1","","","","SPI1_SCK","","","","","","","","","TIMX_IC2"
"F5","PB0","I/O","","","","","TIM3_CH3","","","","","","","","","LCD_SEG5","","","TS_G3_IO1"
"F6","PC6","I/O","","","","","TIM3_CH1","","","","","","","","","LCD_SEG24","","","TIMX_IC3/TS_G10_IO1"
"F7","PB15","I/O","","","RTC_REFIN","","","TIM11_CH1","","SPI2_MOSI","","","","","","LCD_SEG15","","","TS_G7_IO4"
"F8","PB14","I/O","","","","","","TIM9_CH2","","SPI2_MISO","","USART3_RTS","","","","LCD_SEG14","","","TS_G7_IO3"
"G1","VREF+","Power","","","","","","","","","","","","","","","","",""
"G2","PA0-WKUP1","I/O","","","RTC_TAMP2/SYS_WKUP1","TIM2_CH1","","","","","","USART2_CTS","","","","","","","TIMX_IC1/TS_G1_IO1"
"G3","PA3","I/O","","","","TIM2_CH4","","TIM9_CH2","","","","USART2_RX","","","","LCD_SEG2","","","TIMX_IC4/TS_G1_IO4"
"G4","PA6","I/O","","","","","TIM3_CH1","TIM10_CH1","","SPI1_MISO","","","","","","LCD_SEG3","","","TIMX_IC3/TS_G2_IO1"
"G5","PB1","I/O","","","","","TIM3_CH4","","","","","","","","","LCD_SEG6","","","TS_G3_IO2"
"G6","PB2","I/O","","","","","","","","","","","","","","","","","TS_G3_IO3"
"G7","PB10","I/O","","","","TIM2_CH3","","","I2C2_SCL","","","USART3_TX","","","","LCD_SEG10","","",""
"G8","PB13","I/O","","","","","","TIM9_CH1","","SPI2_SCK","","USART3_CTS","","","","LCD_SEG13","","","TS_G7_IO2"
"H1","VDDA","Power","","","","","","","","","","","","","","","","",""
"H2","PA1","I/O","","","","TIM2_CH2","","","","","","USART2_RTS","","","","LCD_SEG0","","","TIMX_IC2/TS_G1_IO2"
"H3","PA4","I/O","","","","","","","","SPI1_NSS","","USART2_CK","","","","","","","TIMX_IC1"
"H4","PA7","I/O","","","","","TIM3_CH2","TIM11_CH1","","SPI1_MOSI","","","","","","LCD_SEG4","","","TIMX_IC4/TS_G2_IO2"
"H5","PC4","I/O","","","","","","","","","","","","","","LCD_SEG22","","","TIMX_IC1/TS_G9_IO1"
"H6","PC5","I/O","","","","","","","","","","","","","","LCD_SEG23","","","TIMX_IC2/TS_G9_IO2"
"H7","PB11","I/O","","","","TIM2_CH4","","","I2C2_SDA","","","USART3_RX","","","","LCD_SEG11","","",""
"H8","PB12","I/O","","","","","","TIM10_CH1","I2C2_SMBA","SPI2_NSS","","USART3_CK","","","","LCD_SEG12","","","TS_G7_IO1"
