"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"A1","PE5","I/O","","","DEBUG_TRACED2","","TIM3_CH3","SAI1_CK2","","","DFSDM1_CKIN3","","","TSC_G7_IO4","","","FMC_A21","SAI1_SCK_A","","EVENTOUT"
"A2","PE3","I/O","","","DEBUG_TRACED0","","TIM3_CH1","OCTOSPI1_DQS","","","","","","TSC_G7_IO2","","","FMC_A19","SAI1_SD_B","","EVENTOUT"
"A3","PE1","I/O","","","","","","","","","","","","","","","FMC_NBL1","","TIM17_CH1","EVENTOUT"
"A4","PB9","I/O","","","","IR_OUT","TIM4_CH4","SAI1_D2","I2C1_SDA","SPI2_NSS","","","SDMMC1_CDIR","FDCAN1_TX","","","SDMMC1_D5","SAI1_FS_A","TIM17_CH1","EVENTOUT"
"A5","PB6","I/O","","","","LPTIM1_ETR","TIM4_CH1","","I2C1_SCL","I2C4_SCL","","USART1_TX","","TSC_G2_IO3","","","TIM8_BKIN2","SAI1_FS_B","TIM16_CH1N","EVENTOUT"
"A6","PG12","I/O","","","","LPTIM1_ETR","","","","","SPI3_NSS","USART1_DE/USART1_RTS","","","","","FMC_NE4","SAI2_SD_A","","EVENTOUT"
"A7","PD6","I/O","","","","","","SAI1_D1","","SPI3_MOSI","DFSDM1_DATIN1","USART2_RX","","","OCTOSPI1_IO6","","FMC_NWAIT","SAI1_SD_A","","EVENTOUT"
"A8","PD5","I/O","","","","","","","","","","USART2_TX","","","OCTOSPI1_IO5","","FMC_NWE","","","EVENTOUT"
"A9","PD2","I/O","","","DEBUG_TRACED2","","TIM3_ETR","","","","","USART3_DE/USART3_RTS","UART5_RX","TSC_SYNC","","","SDMMC1_CMD","","","EVENTOUT"
"A10","PC11","I/O","","","","","LPTIM3_IN1","","","OCTOSPI1_NCS","SPI3_MISO","USART3_RX","UART4_RX","TSC_G3_IO3","","UCPD1_FRSTX1/UCPD1_FRSTX2","SDMMC1_D3","SAI2_MCLK_B","","EVENTOUT"
"A11","PA15 (JTDI)","I/O","","","DEBUG_JTDI","TIM2_CH1","TIM2_ETR","USART2_RX","","SPI1_NSS","SPI3_NSS","USART3_DE/USART3_RTS","UART4_DE/UART4_RTS","","","","","SAI2_FS_B","","EVENTOUT"
"A12","VDDUSB","Power","","","","","","","","","","","","","","","","","",""
"B1","VBAT","Power","","","","","","","","","","","","","","","","","",""
"B2","PE4","I/O","","","DEBUG_TRACED1","","TIM3_CH2","SAI1_D2","","","DFSDM1_DATIN3","","","TSC_G7_IO3","","","FMC_A20","SAI1_FS_A","","EVENTOUT"
"B3","PE2","I/O","","","DEBUG_TRACECLK","","TIM3_ETR","SAI1_CK1","","","","","","TSC_G7_IO1","","","FMC_A23","SAI1_MCLK_A","","EVENTOUT"
"B4","V15SMPS","Power","","","","","","","","","","","","","","","","","",""
"B5","PH3-BOOT0","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"B6","PB4 (NJTRST)","I/O","","","DEBUG_JTRST","","TIM3_CH1","","I2C3_SDA","SPI1_MISO","SPI3_MISO","USART1_CTS/USART1_NSS","UART5_DE/UART5_RTS","TSC_G2_IO1","","","","SAI1_MCLK_B","TIM17_BKIN","EVENTOUT"
"B7","PG9","I/O","","","","","","","","","SPI3_SCK","USART1_TX","","","","","FMC_NCE/FMC_NE2","SAI2_SCK_A","TIM15_CH1N","EVENTOUT"
"B8","PD4","I/O","","","","","","","","SPI2_MOSI","DFSDM1_CKIN0","USART2_DE/USART2_RTS","","","OCTOSPI1_IO4","","FMC_NOE","","","EVENTOUT"
"B9","PD1","I/O","","","","","","","","SPI2_SCK","","","","FDCAN1_TX","","","FMC_D3/FMC_DA3","","","EVENTOUT"
"B10","PC12","I/O","","","DEBUG_TRACED3","","","","","","SPI3_MOSI","USART3_CK","UART5_TX","TSC_G3_IO4","","","SDMMC1_CK","SAI2_SD_B","","EVENTOUT"
"B11","PC10","I/O","","","DEBUG_TRACED1","","LPTIM3_ETR","","","","SPI3_SCK","USART3_TX","UART4_TX","TSC_G3_IO2","","","SDMMC1_D2","SAI2_SCK_B","","EVENTOUT"
"B12","PA12","I/O","","","","TIM1_ETR","","","","SPI1_MOSI","","USART1_DE/USART1_RTS","","FDCAN1_TX","USB_DP","","","","","EVENTOUT"
"C1","PC14-OSC32_IN (PC14)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"C2","PE6","I/O","","","DEBUG_TRACED3","","TIM3_CH4","SAI1_D1","","","","","","","","","FMC_A22","SAI1_SD_A","","EVENTOUT"
"C3","PC13","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"C4","PE0","I/O","","","","","TIM4_ETR","","","","","","","","","","FMC_NBL0","","TIM16_CH1","EVENTOUT"
