"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"A1","PE3","I/O","","","SYS_TRACED0","","TIM3_CH1","","","","","","","TSC_G7_IO2","","","","SAI1_SD_B","","EVENTOUT"
"A2","PE1","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"A3","PB8","I/O","","","","","","","I2C1_SCL","","","","","CAN1_RX","","","SDMMC1_D4","SAI1_MCLK_A","TIM16_CH1","EVENTOUT"
"A4","PH3-BOOT0 (BOOT0)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"A5","PD7","I/O","","","","","","","","","DFSDM1_CKIN1","USART2_CK","","","QUADSPI_BK2_IO3","","","","","EVENTOUT"
"A6","PD5","I/O","","","","","","","","","","USART2_TX","","","QUADSPI_BK2_IO1","","","","","EVENTOUT"
"A7","PB4 (NJTRST)","I/O","","","SYS_JTRST","","TIM3_CH1","","I2C3_SDA","SPI1_MISO","SPI3_MISO","USART1_CTS","","TSC_G2_IO1","","","","SAI1_MCLK_B","","EVENTOUT"
"A8","PB3 (JTDO/TRACESWO)","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","SPI1_SCK","SPI3_SCK","USART1_DE/USART1_RTS","","","","","","SAI1_SCK_B","","EVENTOUT"
"A9","PA15 (JTDI)","I/O","","","SYS_JTDI","TIM2_CH1","TIM2_ETR","USART2_RX","","SPI1_NSS","SPI3_NSS","USART3_DE/USART3_RTS","UART4_DE/UART4_RTS","TSC_G3_IO1","","","","","","EVENTOUT"
"A10","PA14 (JTCK/SWCLK)","I/O","","","SYS_JTCK-SWCLK","LPTIM1_OUT","","","I2C1_SMBA","I2C4_SMBA","","","","","","","","SAI1_FS_B","","EVENTOUT"
"A11","PA13 (JTMS/SWDIO)","I/O","","","SYS_JTMS-SWDIO","IR_OUT","","","","","","","","","USB_NOE","","","SAI1_SD_B","","EVENTOUT"
"A12","PA12","I/O","","","","TIM1_ETR","","","","SPI1_MOSI","","USART1_DE/USART1_RTS","","CAN1_TX","USB_DP","","","","","EVENTOUT"
"B1","PE4","I/O","","","SYS_TRACED1","","TIM3_CH2","","","","DFSDM1_DATIN3","","","TSC_G7_IO3","","","","SAI1_FS_A","","EVENTOUT"
"B2","PE2","I/O","","","SYS_TRACECLK","","TIM3_ETR","","","","","","","TSC_G7_IO1","","","","SAI1_MCLK_A","","EVENTOUT"
"B3","PB9","I/O","","","","IR_OUT","","","I2C1_SDA","SPI2_NSS","","","","CAN1_TX","","","SDMMC1_D5","SAI1_FS_A","","EVENTOUT"
