"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"D6","PA10","I/O","","","","TIM17_BKIN","","CRS_SYNC","I2C2_SMBA","SPI2_MISO","TIM1_CH3","USART1_RX","","","TIM2_CH4","TIM8_BKIN","SAI1_D1","","SAI1_SD_A","EVENTOUT"
"D7","PA9","I/O","","","","","I2C3_SMBA","","I2C2_SCL","I2S3_MCK","TIM1_CH2","USART1_TX","","TIM15_BKIN","TIM2_CH3","","","","SAI1_FS_A","EVENTOUT"
"D8","PC9","I/O","","","","","TIM3_CH4","","TIM8_CH4","I2S_CKIN","TIM8_BKIN2","","I2C3_SDA","","","","","","","EVENTOUT"
"E1","PF0-OSC_IN","I/O","","","","","","","I2C2_SDA","I2S2_WS/SPI2_NSS","TIM1_CH3N","","","","","","","","","EVENTOUT"
"E2","PC0","I/O","","","","LPTIM1_IN1","TIM1_CH1","","","","","","LPUART1_RX","","","","","","","EVENTOUT"
"E3","PA1","I/O","","","RTC_REFIN","TIM2_CH2","","","","","","USART2_DE/USART2_RTS","","TIM15_CH1N","","","","","","EVENTOUT"
"E4","PA5","I/O","","","","TIM2_CH1","TIM2_ETR","","","SPI1_SCK","","","","","","","","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"E5","PB0","I/O","","","","","TIM3_CH3","","TIM8_CH2N","","TIM1_CH2N","","","","","","","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"E6","PA8","I/O","","","RCC_MCO","","I2C3_SCL","","I2C2_SDA","I2S2_MCK","TIM1_CH1","USART1_CK","","","TIM4_ETR","","SAI1_CK2","","SAI1_SCK_A","EVENTOUT"
"E7","PC7","I/O","","","","","TIM3_CH2","","TIM8_CH2","","I2S3_MCK","","","","","","","","","EVENTOUT"
"E8","PC6","I/O","","","","","TIM3_CH1","","TIM8_CH1","","I2S2_MCK","","","","","","","","","EVENTOUT"
"F1","PF1-OSC_OUT","I/O","","","","","","","","I2S2_CK/SPI2_SCK","","","","","","","","","","EVENTOUT"
"F2","PA0","I/O","","","","TIM2_CH1","","","","","","USART2_CTS/USART2_NSS","COMP1_OUT","TIM8_BKIN","TIM8_ETR","","","","TIM2_ETR","EVENTOUT"
"F3","PA2","I/O","","","","TIM2_CH3","","","","","","USART2_TX","COMP2_OUT","TIM15_CH1","","","LPUART1_TX","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"F4","PC5","I/O","","","","","TIM15_BKIN","SAI1_D3","","","TIM1_CH4N","USART1_RX","","","","","","","","EVENTOUT"
"F5","PB1","I/O","","","","","TIM3_CH4","","TIM8_CH3N","","TIM1_CH3N","","COMP4_OUT","","","","LPUART1_DE/LPUART1_RTS","","","EVENTOUT"
"F6","PC8","I/O","","","","","TIM3_CH3","","TIM8_CH3","","","","I2C3_SCL","","","","","","","EVENTOUT"
"F7","PB15","I/O","","","RTC_REFIN","TIM15_CH2","TIM15_CH1N","COMP3_OUT","TIM1_CH3N","I2S2_SD/SPI2_MOSI","","","","","","","","","","EVENTOUT"
"F8","PB14","I/O","","","","TIM15_CH1","","","","SPI2_MISO","TIM1_CH2N","USART3_DE/USART3_RTS","COMP4_OUT","","","","","","","EVENTOUT"
"G1","PC3","I/O","","","","LPTIM1_ETR","TIM1_CH4","SAI1_D1","","","TIM1_BKIN2","","","","","","","SAI1_SD_A","","EVENTOUT"
"G2","VSS","Power","","","","","","","","","","","","","","","","","",""
"G3","PA6","I/O","","","","TIM16_CH1","TIM3_CH1","","TIM8_BKIN","SPI1_MISO","TIM1_BKIN","","COMP1_OUT","","","","LPUART1_CTS","","","EVENTOUT"
"G4","VSSA","Power","","","","","","","","","","","","","","","","","",""
"G5","VREF+","MonoIO","","","","","","","","","","","","","","","","","",""
"G6","PB13","I/O","","","","","","","","I2S2_CK/SPI2_SCK","TIM1_CH1N","USART3_CTS/USART3_NSS","LPUART1_CTS","","","","","","","EVENTOUT"
"G7","VSS","Power","","","","","","","","","","","","","","","","","",""
"G8","PB12","I/O","","","","","","","I2C2_SMBA","I2S2_WS/SPI2_NSS","TIM1_BKIN","USART3_CK","LPUART1_DE/LPUART1_RTS","","","","","","","EVENTOUT"
"H1","VDD","Power","","","","","","","","","","","","","","","","","",""
"H2","PA3","I/O","","","","TIM2_CH4","","SAI1_CK1","","","","USART2_RX","","TIM15_CH2","","","LPUART1_RX","SAI1_MCLK_A","","EVENTOUT"
"H3","PA7","I/O","","","","TIM17_CH1","TIM3_CH2","","TIM8_CH1N","SPI1_MOSI","TIM1_CH1N","","COMP2_OUT","","","","","","UCPD1_FRSTX1/UCPD1_FRSTX2","EVENTOUT"
"H4","PB2","I/O","","","RTC_OUT2","LPTIM1_OUT","","","I2C3_SMBA","","","","","","","","","","","EVENTOUT"
"H5","VDDA","Power","","","","","","","","","","","","","","","","","",""
"H6","PB10","I/O","","","","TIM2_CH3","","","","","","USART3_TX","LPUART1_RX","","","","TIM1_BKIN","","SAI1_SCK_A","EVENTOUT"
"H7","PB11","I/O","","","","TIM2_CH4","","","","","","USART3_RX","LPUART1_TX","","","","","","","EVENTOUT"
"H8","VDD","Power","","","","","","","","","","","","","","","","","",""
