"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"A1","VDD","Power","","","","","","","","","","","","","","","","",""
"A2","PC10","I/O","","","","","","","","","I2S3_CK/SPI3_SCK","USART3_TX","UART4_TX","","","","SDIO_D2","DCMI_D8","LTDC_R2"
"A3","PD2","I/O","","","","","TIM3_ETR","","","","","","UART5_RX","","","","SDIO_CMD","DCMI_D11",""
"A4","PD5","I/O","","","","","","","","","","USART2_TX","","","","","FMC_NWE","",""
"A5","PD7","I/O","","","","","","","","","","USART2_CK","","","","","FMC_NCE2/FMC_NE1","",""
"A6","PG12","I/O","","","","","","","","SPI6_MISO","","","USART6_RTS","LTDC_B4","","","FMC_NE4","","LTDC_B1"
"A7","PG15","I/O","","","","","","","","","","","USART6_CTS","","","","FMC_SDNCAS","DCMI_D13",""
"A8","PB6","I/O","","","","","TIM4_CH1","","I2C1_SCL","","","USART1_TX","","CAN2_TX","","","FMC_SDNE1","DCMI_D5",""
"A9","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","CAN1_RX","","ETH_TXD3","SDIO_D4","DCMI_D6","LTDC_B6"
"A10","PE1","I/O","","","","","","","","","","","UART8_TX","","","","FMC_NBL1","DCMI_D3",""
"A11","PDR_ON","Reset","","","","","","","","","","","","","","","","",""
"B1","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","",""
"B2","PC11","I/O","","","","","","","","I2S3_ext_SD","SPI3_MISO","USART3_RX","UART4_RX","","","","SDIO_D3","DCMI_D4",""
"B3","PD0","I/O","","","","","","","","","","","","CAN1_RX","","","FMC_D2/FMC_DA2","",""
"B4","PD3","I/O","","","","","","","","I2S2_CK/SPI2_SCK","","USART2_CTS","","","","","FMC_CLK","DCMI_D5","LTDC_G7"
"B5","PD4","I/O","","","","","","","","","","USART2_RTS","","","","","FMC_NOE","",""
"B6","PG11","I/O","","","","","","","","","","","","","","ETH_TX_EN","FMC_NCE4_2","DCMI_D3","LTDC_B3"
"B7","PB3","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","SPI1_SCK","I2S3_CK/SPI3_SCK","","","","","","","",""
"B8","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","FMC_NL","DCMI_VSYNC",""
"B9","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","I2S2_WS/SPI2_NSS","","","","CAN1_TX","","","SDIO_D5","DCMI_D7","LTDC_B7"
"B10","PE0","I/O","","","","","TIM4_ETR","","","","","","UART8_RX","","","","FMC_NBL0","DCMI_D2",""
"B11","PE4","I/O","","","SYS_TRACED1","","","","","SPI4_NSS","SAI1_FS_A","","","","","","FMC_A20","DCMI_D4","LTDC_B0"
"C1","VDD","Power","","","","","","","","","","","","","","","","",""
"C2","PA15","I/O","","","SYS_JTDI","TIM2_CH1/TIM2_ETR","","","","SPI1_NSS","I2S3_WS/SPI3_NSS","","","","","","","",""
"C3","PC12","I/O","","","","","","","","","I2S3_SD/SPI3_MOSI","USART3_CK","UART5_TX","","","","SDIO_CK","DCMI_D9",""
"C4","PD1","I/O","","","","","","","","","","","","CAN1_TX","","","FMC_D3/FMC_DA3","",""
"C5","VDD","Power","","","","","","","","","","","","","","","","",""
